index,label,text,score
3335,1,個人的に0.75倍速が一日終わって良い感じに脱力（絶望）しながら歌ってる感あって好き,0.9912
3336,1,ぐるぐるキャベツ久しぶりに見たわ,0.8782
3337,1,このなんか犬みたいな生き物可愛くて好き,0.9934
3338,0,死ぬほど耳に残るし、一度聞くと便乗した奴らの動画が蛆の様に湧いてくる呪いの曲,0.9029
3339,1,ツッコミどころが多い曲ww,0.5024
3340,1,カスタネット叩いてるカラス可愛すぎるw,0.9877
3341,1,初期のボカロの頭空っぽにして聞く系の曲ってなんか中毒性あるよね〜😊😊😊,0.7836
3342,1,謎の中毒性ッ....！！！！！！戻らずにはいられない！！！！！！！！！,0.9782
3343,0,まさに……今日の群馬県かなり強風です😢帽子👒が飛んで……大変でした😢この動画と音楽に👍⤴️をおしまっせ👊,0.8249
3345,0,学校からの帰り道に風が強すぎ➕受験生➕コケてストレス爆上がってしまって人がいるのに「ぎやぁぁぁぁぁぁあおぅぅ」と泣き叫んでしまった人と体が寒かった,0.9907
3346,1,頭空っぽで聞けるのいいな,0.9618
3347,1,キャベツの作画凄いな,0.9009
3348,1,神曲,0.9224
3349,1,唐突に伝説のキャベツ出てきて笑ってしまった。,0.8754
3350,1,晴れてる時に｢明るい曲聞こう｣とか雨だから｢しっとりした曲聞こう｣とかあるけど、｢今日は風が強いからこの曲にしよう｣って思ったのは初めて,0.5324
3351,1,どこかボカロ初期みたいな感じして好き,0.9819
3352,0,誰がどう聞いてもアホさしか感じられないことを当人は至ってクソ真面目に話してる(歌ってる)姿って、平和そのものなのに心に来るものがあるのは何故なんだろうね。,0.8487
3353,1,風強い日に外で爆音で流すの楽しすぎて草,0.9791
3354,1,数十万再生のときに見れたのが最近誇りになってきてる,0.951
3355,1,猫又マスターさんのサヨナラヘヴンに似てて猫又マスターさん好きだし曲調も好きで鬼リピ,0.9447
3356,1,そういえば、小学生の頃息もできないレベルの強風の中帰宅してたら、鷹がいるのに気づいて見てたんだけど、風が強すぎて進めずにそのままホバリングしてることに気づいて腹が痛くなるほど笑ったことを思い出した,0.5412
3357,1,先週まで再生回数が100万回増えるのに1週間かかっていたのに、昨日一日で100万回以上増えてる。,0.6463
3358,1,今年風強すぎるからすげぇあってるとおもてしまた,0.7284
3359,1,リコーダー久しぶりに吹きたくなった。,0.8803
3360,1,チャリ通には共感でしかない,0.5497
3361,1,周りの生き物可愛いすぎ💕,0.9926
3362,1,リコーダーをピィィィって吹くところまじかわいい,0.9887
3363,1,リコーダーの音めちゃくちゃいいな,0.9928
3364,0,昨日雨でも半袖の人たくさんいたから今日から半袖デビューしたら風強すぎてみんな長袖だったので世の中上手くいかないな,0.983
3365,1,ガチャガチャのウーパールーパーの奴持ってる‼️w,0.5277
3366,1,観にくるたびに再生数と高評価が増えてるのすげぇ,0.9173
3367,0,行く時向かい風だったから帰りは追い風だろって思ったら帰りも向かい風なの何があっても許さねえ,0.9346
3368,0,自転車で向かい風クッソ強いときまじで追い風になれって思ったりこのまま大遅刻してやろうって思うけど結局ちょっとの遅刻ですべてがうざい強風向かい風絶対に許さないいつか絶対車買ってやるんだから,0.8236
3369,1,この中毒性あるメロディーとメッセージ性ないから気楽に聞けるの好き,0.9904
3370,0,なんでＧＷ終わって初めの日がこんなに風強いんだよ…,0.8866
3371,1,ハトの所の最後のハトが違うのが好き😊,0.9684
3372,1,とうとうテレビデビューしてて草,0.5246
3375,1,地上波出てて草普通にすげぇ,0.842
3377,1,「そっとでったしゅんかんおわったわ」好き,0.9862
3378,1,この曲２分強だし1000万回再生行ったからプロセカに出る可能性高くて草,0.9329
3380,1,何これ、ヤバいくらい中毒性ある😂,0.9749
3381,1,カラスかわいい,0.9862
3382,1,学校休みたい時に使おう,0.4994
3383,0,批判とかじゃないんだけど、なんで鬼バズりしたんやこれ,0.933
3387,1,ボカロ文化は面白いな,0.9778
3388,1,界隈曲+某惑星系手拍子+グッバイ宣言の黄色背景+エゴロックの単色構成+ラグトレイン的リズムの歌愛ユキ+キャベツ検定王道をてんこ盛りで聴きやすいな,0.8128
3389,1,昨日1千万回再生突破で、今1123万回再生とか凄い‼︎やはり一昨日の時点で930万回台だったのは気のせいでは無かったのですね。1日100万回再生続きとか羨まし過ぎます‼︎そして、毎日聴きに来ているボク。,0.9095
3390,1,ユキちゃん嬉しい,0.9914
3391,1,伸びえぐい,0.7525
3392,1,この子可愛いねえ…ﾊｱﾊｱ(；´Д｀),0.984
3393,0,この曲をshortsで見かけて、最近のボカロよろしく歌詞には深い意味が込められてるんだろうなあと思って来たら、どうやらそんなことはなさそうでワロタ,0.442
3394,1,定期定期定期的にオールバックの歌詞の気持ちよさが天才的,0.9754
3395,1,こんなに(小並感)が合う歌はない、すき,0.9471
3396,1,1年中風が強い地方だからオールバック当たり前勢が通りますﾋﾞｭｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ,0.8824
3397,1,この子と一緒に2分ちょっとその場でスキップしたり歩いたり走るだけでお腹ちょっと凹んだ…ありがとう,0.9798
3398,0,もう子供産める身体だよね♥️,0.8647
3399,1,中毒性えぐい,0.9799
3401,1,こんな良いもんをなんで今分かっただろう,0.7145
3402,1,なんだこの中毒性は,0.9584
3403,0,歌詞少なっ,0.6152
3404,1,マジでなんなんこの神曲,0.9395
3405,1,なんだこの中毒性の高い曲は好き,0.9895
3406,1,今のボカロは深く考察出来るものが多数ですが。この曲はその様子もなく、ポップな曲調と共に「風が強い」を主張してきます。とても可愛らしい私はこのオールバック少女を抱きしめたいです。,0.8283
3407,1,え、なんこれ、ガチ好き,0.989
3408,1,うーたん(究極体)の方から来ました！,0.8606
3409,1,鳩・鳩・鳩・鳩大乱闘好き笑,0.9754
3410,1,はちゃめちゃに好き,0.9844
3412,1,ほんと思っている気持ちをそのまま作文に書いたみたいな歌詞が大好き過ぎて困る。,0.9782
3413,1,終わったわ☆,0.9047
3414,1,曲がいいのもそうなんだけど絵も可愛すぎてずっと見ちゃう😂,0.9855
3415,0,高一の時に帰宅中風が強すぎて道路脇の山林でバキバキと木が折れたの思い出した,0.9244
3416,1,この小学生が率直で思ってそうなことをそのまま歌詞にして歌ってる感じホントに好き,0.992
3417,1,前奏が全くないのが現代人のニーズに答えていて素晴らしい,0.9891
3418,1,こういうボカロの声を活かしてる曲すこ,0.8006
3419,1,小学生のメモから作り出された神曲,0.9723
3420,1,リコーダーの音が中毒性高すぎる,0.9917
3421,1,急にハトが大乱闘し出すの謎すぎて好きw,0.9487
3422,1,あ、中毒性えぐ,0.9694
3423,1,滑舌がおもろい,0.9363
3424,1,YOASOBIさんのアイドルとか最近の曲メッセージ性すごくて深いから好きだけどこのクソしょーもない題材でここまで中毒にさせるのは凄すぎる,0.8874
3425,1,この曲を作ったゆこぴ様と発見してくれた誰か様に大感謝,0.9859
3426,0,この世の中…何がバズるかわからない,0.9662
3427,1,友達が車でかけててハマっちまった,0.8837
3428,1,群馬のからっ風と戦いながら登下校してる人にとって刺さる曲...,0.7719
3429,1,風が強くて無理誰でも共感する歌詞だけどリズミカルな音楽etc…でここまでパズるのがすごいって思いました,0.9427
3430,1,外出た瞬間寿司食べたい,0.6565
3431,1,曲は知ってたけど実際聴いたことなくてでも今たまたまおすすめ出てきてユキさんかよぉ！ってなって聞いたら沼った,0.5613
3432,1,中毒性えぐい,0.9799
3433,1,風強い日に再生数増えるの好き,0.9906
3434,1,いままでで1番共感できる曲,0.9678
3435,1,0:55のハトの乱闘がシュールすぎて好きw,0.9825
3436,1,わんちゃん()がタンブルウィードみたいになってんのとてもかわいい,0.9847
3437,1,​🌬🌪🌪🌪(Ｏ口Ｏ三)三🕊🕊🕊,0.6153
3438,1,やばい無限に聴いてる,0.7803
3439,1,この曲って中毒性半端じゃなくない？てか気づいたら1000万回再生いってる！おめでとう！((1000万回再生はやあ、、,0.9687
3440,1,カラスのカスタネットの裏拍がぴったり過ぎて、一見ゆる動画だけど、細部のこだわりが光っててマジですごい！,0.9782
3441,0,昨日1000万回達成したのにもう100万回再生されてる,0.9709
3442,0,一か月で1102万ってエグすぎだろ,0.9589
3443,1,知らない内にすごい再生回数伸びててびっくり,0.9695
3444,1,キャベツの絵柄懐かしすぎだろ！,0.9065
3445,1,2:11ここなんか好き,0.9826
3446,1,トライアングルがいい音色を奏でてる❗,0.982
3447,1,鳩のくだりほのぼのしてて好き,0.9879
3448,1,外出た瞬間終わったわの出だしで腹筋持ってくの強い,0.5007
3449,0,「混雑GW」外出た瞬間終わったわ天気は良いのにやる気ない人多すぎてお亡くなり定期定期的にGW旅行に行きたいなって思いました人さえいなくなれば快適なのにずっと休みたいなって思いましたいやいやと外出たら人人人人大混雑外出た瞬間終わったわ天気は良いのにやる気ない人多すぎてお亡くなり定期定期的にGW外出た瞬間終わったわ天気は良いのにやる気ない人多すぎてお亡くなり定期定期的にGW外出ようとしたら終わったわやる気は出たのに休みない仕事多すぎてお亡くなり定期定期的にGW大量混雑GW,0.9751
3450,1,これ聴きながら大学行ってる………初めて風の強い登下校でよかったと思えた,0.9592
3451,1,小並感な歌詞好き,0.9859
3452,1,ある人の歌みたから聞いてるんですけど再生回数のノビが凄すぎますWWWほんとに好きです👍🏻,0.9822
3453,1,キャベツが伝説のアレなのすこｗ,0.8645
3454,1,これショートで最近出るけど中毒性やばいよなw,0.8731
3455,1,あまりボカロ聞かんやつ感想だが最近の目立った曲って病み系多かったけどこういう和む系すごく好こーー初めてボカロのmv見たかもw,0.8279
3456,1,リコーダーめっちゃ上手いかと思ったら外してるの好き😂😂,0.6568
3457,1,強風の中で自転車通学の人見てると足がに股になりながらこいでる姿見ると惚れちゃう,0.975
3458,0,俺何回聞くねん...,0.8139
3459,1,犬の足ちっこすぎてかわいい,0.9848
3460,1,ロリコンが好きな曲,0.9008
3461,0,俳句みたいな潔さがある,0.838
3462,0,緑の丸い物体が「キャベツ」だっていう共通認識と、それを疑いもしない俺らは何かに毒されているのでは？,0.6956
3463,1,リズム感良くてずっと聞いてられる,0.9641
3464,1,1:11からのリズム天国好きすぎる,0.9892
3465,1,この曲のせいで歌愛ユキ推しになりそう(),0.8861
3466,0,生まれた瞬間（人生が）終わったわ,0.4352
3467,0,こんないい曲なのに1000万再生されるまで見つけられなかったわ,0.9674
3468,1,なんか出てくる動物が基本的にふにゃふにゃしててめっちゃ好きです,0.9912
3469,1,小学生が主役の曲を小学生のユキちゃんが歌うの最高、、,0.9872
3470,1,1000万早すぎ！,0.6594
3471,0,風強すぎてお亡くなりもおもろい,0.9266
3472,0,って思いましたかつぼる,0.8837
3473,0,作画崩壊メロンで少し吹いてしまった自分🍈,0.9534
3474,1,唯一脳をぽいして聞ける曲,0.6044
3475,1,前髪オールバックしながら歩いてる絵がかわいくてずっと見てられる,0.9703
3476,1,曲の長さが音ゲーに向いてるのおもろい,0.9643
3477,1,とりあえず風が強いって事だけは伝わった,0.6653
3478,1,ボカロ流行り出した時みたいに何を考えて作ったのかわからんのが好きしかも何度も聞いたり考察しても「風強すぎてオールバック」ってことしかわかんないのが好き,0.9525
3479,1,リコーダーのリズムすこ,0.7449
3480,0,あっかん〇太郎で初めて知ったことをめちゃくちゃ悔やんでる…,0.9914
3481,1,台風きたらブーム再燃しそう,0.5413
3482,0,この神曲を実写で知ったのが悔しい,0.9919
3483,1,0:57のあーがぐるぐる回るヤツ狂おしいほど好き,0.9719
3484,1,リコーダー吹いてないではよ学校行けって話なんよなwwwwツッコミどころ満載だけど神歌なんよねwww,0.9747
3485,1,間のハンドクラップとかトライアングルとか好きすぎて^^,0.9867
3486,1,日常っぽくて好き,0.9918
3487,1,転がるイッヌかわいい,0.9915
3488,0,ピタゴラスイッチ感,0.54
3489,1,間奏の気の抜けた感じが本当気持ちいい,0.989
3490,1,結構人気出てきたからそろそろ太鼓の達人に入りそう,0.9801
3491,0,ラグトレイン感が否めない,0.8009
3493,0,なんだろクセになってきた,0.9738
3494,1,伸びやばすぎてめっちゃビビってる,0.5904
3495,1,共感が強すぎて気づいたら聞いてるなこの曲。,0.9607
3496,1,友達に薦められて確認しました❗その子鳩キライでしたw,0.9556
3497,1,イラストかわいい,0.9918
3499,1,これYouTubeでボカロ曲最速の1000万回再生らしい,0.7585
3500,0,これなんかイジられてんのクソワロタ,0.9857
3501,0,雨降ってない台風の日とか無性に外出たくなるんだけどわからん？,0.9307
3502,0,家海沿いにあるんだけど、冬場は天気よくても風クソ強すぎて出れんけんマジ共感,0.9863
3503,0,ワックスからの自転車はやばい,0.6263
3504,1,何だこの中毒性,0.9851
3505,1,少女漫画でも外出た瞬間終わったわ☆だよね((イケメンにドーン,0.8564
3507,1,可愛いすぎてして死んでしぬ,0.9284
3508,0,１ヶ月だけで千万回再生はバケモノ,0.6909
3509,1,中毒性高すぎ問題,0.9938
3511,1,なんか気付いたらこの曲再生してるくらい中毒性えぐい,0.5704
3512,1,中毒性やばい😂,0.9943
3513,1,あ------------------------------------ていうところめっちゃ好き,0.9897
3514,1,カラスがかわいい,0.9579
3515,0,風が強いことをひたすら主張してくる2分16秒が何故か癖になる,0.9111
3516,1,現代の曲とは違う、ちょっと前風の曲がなんとも言えん良さがあるね,0.9738
3517,1,このニコニコ感が大好き,0.9902
3518,1,島民的最愛==,0.9445
3519,1,女の子さん可愛い,0.9882
3520,1,1000万再生おめでとうございます！！初めて聞いた時は100万も行ってなかったのに…感動しました🥹これからも風が強い時の味方として聞きます,0.9913
3521,0,青森市なんだけど、買い物しようと自転車漕ぐと毎回のように向かい風で自転車押しながら歩かなきゃ行けなくなるんだよな、、、帰るときは追い風だから楽なんだけど、、、,0.8929
3522,1,音が心地良すぎ,0.9849
3523,0,テンポが遅いと思った私は末期か…,0.9905
3524,1,なんか急激に伸びた気が…,0.5327
3525,0,1:27よくわからないが…化石になっちまいそうだな…,0.9731
3527,1,毛並みがﾌﾞｩｧｧｧってなってる犬？うさぎ？好き。音楽の中毒性を更に引き立てててる。（足ﾄﾃﾄﾃﾄﾃﾄﾃ…ってしてるの最高）,0.9817
3528,1,1:25きゅうくらりんなのかわいい,0.6043
3529,1,風強すぎってことで2分16秒の神曲作れるのはすごい最初聞いたときは、「ふーん、なんでこんな人気なん？」と思ったけど、だんだん中毒になってきてめっちゃ好きになって最終的に依存するから、この作品,0.959
3530,1,やべぇカラスかわえぇ💦❤,0.3594
3531,1,0:26一般小学生の扱える最高レベルの楽器しかないのすき,0.7885
3532,1,マジかよもう1000万再生いったのかやっぱこういう平和なの望まれてたんやなって,0.6357
3533,1,これをミクとかじゃなくて本物の幼女のユキちゃんに歌わせるのがほんとに好き,0.9863
3535,1,こりゃ名曲だわ,0.9786
3536,1,サブスクにほしいなー,0.7052
3537,1,0:43からの裏のピアノめっちゃ好き,0.9872
3538,1,老若男女問わず共感できる神曲,0.9841
3539,1,メッセージ性が強いのに何の意味も持たせていない様な不思議な感じ好き,0.673
3540,1,リコーダーパート好き,0.9854
3541,1,風強い日はメーヴェに乗りたい風の民,0.4987
3543,0,曲自体はすごく丁寧に作られてるように感じるのにこの抜け感……やみつきになる！,0.9759
3544,1,不行，這個歌詞真的太有創意了🤣真的快要笑死XDDDD,0.4679
3545,0,カラスの独特なリズムたたいているのクセになる,0.5356
3546,1,かわいすぎるだろ！！！！,0.9564
3547,1,この初期のボカロみたいな歌めっちゃ好きやわ😂,0.9675
3548,1,100回聞いた人🙋‍♂️,0.3639
3549,1,何気ない日常にこんなにも中毒性を出すの凄い,0.5495
3550,1,カラスがカスタネットつついてるの好き,0.9721
3551,1,うっ……頭が……うーたん元気元気☆,0.6921
3552,1,ボカロ黎明期の実験的に歌わせてみた感じの曲好き,0.9761
3553,1,ボカロ全盛期ちょっと超したみたいな曲で好き,0.9837
3554,1,この女の子の二次創作誰か作ってくれ,0.7826
3555,1,この女の子のんのんびよりのれんげに似てて可愛い,0.9865
3556,1,鳥さん達かわいい,0.9917
3557,1,途中のリコーダーパートの集中線ほんますき,0.9934
3558,1,リコーダーのところが好きすぎて何回もリピートしてしまう,0.9594
3559,0,タイトルで何かを匂わせるわけでもなく歌詞で深い意味を考えさせるわけでもなくただただ風が強くて前髪が上がることしか伝わらせないの草,0.4992
3560,0,逆翻訳のとこから来たけどこっちはこっちで中々意味分からんな,0.9899
3561,0,この曲急に人気なったけど何でこんなに有名になったんだ…？他の動画と差がすごい😲,0.5527
3562,1,0:01ワンコの表情好きw,0.9566
3563,1,気の抜けるリコーダーマジで良い(･∀･)ｲｲ!!,0.9911
3564,0,スキップしながらリコーダー吹いたら危ないでしょう！！😡気をつけなさいよね🥰,0.8772
3565,0,お亡くなりってどういう意味？なにがなくなったの?,0.9533
3566,0,昨日の神奈川、天気が良いのに暴風で進めなくて、予定のバスに乗り遅れそうになって、会社遅刻しかけたワイだ…w,0.9601
3569,0,みんな、千葉県にある八街という街に来てみなこれにプラスして砂埃で死ぬぞ😇,0.8184
3570,1,猫みたいな謎の生物好き,0.9302
3572,1,1000万超えた！この曲やっぱ定期定期的に聴きたくなるんだよなぁ〜って思いました,0.9865
3573,1,1000万回再生行く前にこの曲を聴けた自分は勝ち組,0.8813
3574,1,これは中毒性ある,0.9549
3575,1,友達から聞かされて、家帰って不意にまた聞きたくなって、曲名思い出せなくて、「風強いいやだ」で検索して出てくるのが、この曲の良いところを物語ってる,0.9532
3576,1,1000万いったぞぉぉぉぉぉぉおまいら,0.9508
3577,1,最高,0.9906
3578,0,リコーダー音外れてるのに聴きたくなるってどうゆうことなん？？音外れてる＝嫌な音ちゃうんか？,0.9496
3580,1,なんか聞いたことある雰囲気の曲だなって思ったら歯医者さんの曲の方だったのか中毒性高い…,0.6773
3581,0,シークバーも徐々に押し戻されとるやん風止んで1番左行けても何回も何回も強風に吹かれとるやん,0.9896
3582,0,チャリ通で後ろから吹けや風、殺すぞってずっと思ってた,0.8757
3583,1,考察勢が入る余地もないくらい強風オールバックというタイトル通り過ぎる神曲,0.6907
3585,1,定期定期的に聞きに来ないといけない中毒性ある,0.9899
3586,0,例のキャベツで、なんか泣けてきちゃった…。,0.9294
3587,0,毎日チャリ通でオールバックキメてるのに、自分以外のチャリ前髪微動だにしてないのなんなんだあれ,0.9468
3588,1,自分あんま流行りの曲好きじゃないけどこれはなんか中毒性があって好き😵,0.9599
3589,1,デコ広いワイすごくわかる,0.5431
3590,1,共感しかない,0.5956
3591,1,この人も急に自分の作った曲こんなにバズるとは思ってなかっただろうな、、、だいぶ好き,0.9893
3592,1,ニコ動で春のボカコレ聞こうと思ったらサムネのおもしろさに釣られて聞いちゃってましためちゃくちゃいい曲だけどさすがに100万も行かないだろうな〜思ってたら一瞬で100万行って一ヶ月半ぐらいで1000万行ったのでめちゃくちゃおどろきましたしかもボカロ最速1000万らしいのでずっと聞いて身としてはめちゃくちゃ嬉しいです！これからも応援しています！正直ボカコレの曲より聞いてましたw,0.9913
3593,1,今日は風が強くて吹っ飛ばされました(気持ちよかったです,0.8043
3594,1,ファーストテイク楽しみ,0.9903
3595,1,外出た瞬間終わったわのとこ好きすぎる,0.9907
3596,1,時が経っても風が強い日に定期定期的にカムバックして流行して「風が吹けばオールバックが流れる」くらい親しまれる曲であってほしい,0.9042
3598,1,ベース好き,0.9792
3599,1,曲も歌もリコーダーもMVもすきって思いました,0.9645
3600,1,足元の餃子みたいの可愛い,0.9859
3601,1,間奏があまりにも良すぎる,0.9852
3602,1,風強い日に車で無限ループして布教する権利をください,0.4985
3603,1,いつの間にか再生回数伸びてる！,0.9747
3605,1,まじセンスの塊,0.8284
3607,0,風に感謝する日は近いぞ地獄のような因縁深き季節が…あと休校になる条件に暴風があるのでなくなっては困るのだ。恨むべきはそこに融合せし雨よ。,0.8811
3608,1,maimaiに追加されてほしいこの曲,0.9552
3609,1,今日下り坂ですら頑張ってペダル漕がないと進めないくらいの強風の中自転車で仕事行ったんだけど、自転車漕いでる間ずーっと大して聞いた事無かったこの曲が頭の中で流れてたからちゃんと聞きに来た,0.953
3610,1,強風でも1000万は止めなかった。,0.7805
3611,1,笑っちゃったw,0.6905
3612,1,なぜか毎日のように聴きたくなる不思議なメロディー,0.7072
3613,1,考察の余地のないギャグに振り切ったボカロはすき,0.989
3614,1,リコーダーとカラスタネット好きすぎるなw,0.9808
3615,1,１ヶ月で1000万再生はえぐすぎる……！！！おめでとうございます！！㊗️🎉頭からっぽで聴けて大好きです,0.9939
3616,1,トライアングルが風船で浮いててそれを鳩がつついてるとかどうやったらそんな可愛いの思いつくん？ww,0.6733
3617,1,1:25ここの編集きゅうくらりんみを感じた。あと音ハメみたいになっててめっちゃ好き！曲調と編集のテンポ良すぎてループから抜け出せない…,0.9864
3618,1,ハト大乱闘してんの好きすぎる,0.9898
3620,0,ハトから来てしまったせいで、ハト圧が足りなくて困ってます。,0.9815
3621,1,伸びえぐ,0.835
3622,1,1:57この作中に1回しか登場しない虚無ルーパーめっちゃすき,0.9884
3623,1,1000万おめでとう。今でも鬼リピしてるぜ！,0.9315
3624,0,今日の関東の強風は、マジでこの歌みたく風に押されて歩きにくかった🤣,0.9451
3625,1,最近病み曲ばっか聴いてたけどなんかこういった曲の方が元気出ることに気づいたわ,0.7682
3626,1,連日のリアル強風でこの曲聞いてたら脳内に駆け巡るようになった,0.5498
3627,1,風吹いてオールバックになるたびにこの歌思い出すわ,0.6497
3628,1,1000万再生おめでとう御座います友達から教えてもらって聞いてます！これからも応援してます！,0.9926
3629,1,1000万再生おめでとう〜!!まじで神曲だからもっと色んな人に聞いてほしい^^,0.9923
3630,1,シンプルな曲調なのに中毒性やばいのがすごい,0.8853
3632,1,何でこんなに伸びてんだ！！！！,0.8275
3633,0,今日強風きた。髪ふっとぶだろとおもった。,0.7533
3634,1,この歌古き良きニコ動を思い出してマジで最近の歌の中で大好きなのでこれからもこの路線お願いしたいです‼️‼️‼️,0.991
3635,1,5月6日の天気。まさにこの曲がベストな天気でしたw,0.9394
3636,1,最近のボカロ界隈って結局辛辣な曲とかメンヘラ系多いなとおもってたら、昔のほっぴっぽーとかオワタ＼(^0^)／みたいに平和なのが出てきてくれて嬉しい,0.9894
3637,1,1000万行ったぁあ！！令和の時代にこのテイストが1000万行くのホント凄い平和だ,0.9844
3638,0,この歌の中で一番平和じゃないとこってハト大乱闘なんよな,0.6889
3639,1,1:26ここすき,0.9581
3640,1,ここ2日の伸びがえぐい,0.7812
3641,1,中毒性強すぎて鬼バズり,0.9881
3642,1,はじめてリコーダーをかっこいいと思った曲,0.9373
3643,1,新しいな伝説になった,0.7129
3644,1,昔のボカロ感が凄く好み,0.956
3645,1,1000万再生おめです🎉,0.8849
3646,1,1:12定期「ここすき」,0.7385
3650,1,5ヶ月の子供がいます機嫌が悪く泣いてる時に流すと何故か泣き止みますめちゃくちゃ助かってますありがとう,0.9574
3652,1,みんなこの曲が好きってことは皆やっぱりロリを求めてるってことなんだよ！,0.7365
3653,1,1000万再生おめでとうです🎉この曲のリズム感めっちゃ好きすぎる,0.9938
3654,1,このリズム感好き,0.9845
3655,1,1:11ここ大好き,0.9903
3656,0,もう1000万再生とは恐ろしい…,0.9908
3658,1,スネちゃまにお勧めされたから聞きましたけどいい曲ザマスね,0.9913
3660,1,イラストが好き😊,0.9823
3663,0,今日まさにこれやったわ笑天気が良いのに風強すぎて髪お亡くなり,0.9747
3665,1,普通にかわいい😂❤,0.9274
3666,1,今回の編集好きよ…(唐突な告白)譜面何回見てもやべぇwww,0.6037
3670,1,考察なんかない曲が一番ええ,0.8716
3674,1,キャベツ切るとこ好き,0.9856
3676,1,カスタネット突っついてるカラスがひたすらにかわいい…,0.9356
3680,1,テンポめっちゃ好き,0.9894
3681,1,考察班・考察厨がどれだけ必死になろうとも一貫して「風が強い」しか分からないの本当に好き,0.9815
3682,1,カラスがクッソ可愛くて好きなんだけど同士おる？w,0.6558
3684,1,派生作品からきたけど原曲結構いいな。,0.9895
3687,1,やっぱりこれ好きやなぁ,0.9715
3688,1,動物さんがかわいい〜テンポの良さが好きです,0.9914
3691,0,私の歯医者さんもカオス見て欲しい,0.6334
3693,1,新しい伝説が生まれたね,0.7408
3696,1,テコテコ歩いてる犬か猫かよく分からん生物可愛くて好き,0.9916
3698,1,この人の古参でよかったとこころから思ってる,0.9583
3699,1,今日2023/05/06の風の強さで観に来た人挙手🙋‍♀️！！,0.9672
3700,1,この犬みたいなやつめっちゃ可愛い！,0.9923
3701,1,ボカロに新しい風が入ってきた感が凄い,0.9571
3702,0,痛風で風が当たって痛くて進めない曲だと思ってたら強風でした。,0.9491
3703,1,歌愛ユキさんの声で歌われた多くの音楽ビデオの中で、一番好きだったのは全体的に同じ特徴を持って。シンプルなアニメーションで繰り返されるフレームがあり小学生のフルートの音が特に記憶に刻まれた刻まれた。多くの人が同じ特徴がすきでいようね．．．,0.7569
3704,1,鳩大乱闘のとこすき,0.9924
3705,1,とりあえず絵が可愛い,0.991
3706,1,リコーダーのときに現れる左下のカラスすきだわぁ同士おる？,0.9584
3707,0,すべあなかいわいなんだって、あなすべがせめられるのになんでせめられないんだ。。。みんなわかってるの,0.9713
3708,1,横にいるミニキャラみたいなやつ可愛い笑,0.9588
3712,1,このリコーダーのエッジが効いた馬鹿っぽい間奏と日々の鬱憤から逃れた頭空っぽなコメ欄が大好き。,0.9885
3714,1,ハマり度抜群のゲーム続きを読む.....,0.6611
3715,1,今日、(2023/05/06)まじでめちゃくちゃ風強かったので聴きにきました！！心も、前髪も、スカートも終わりました。,0.9768
3716,1,控えめに言っても神曲1000万再生すごい,0.9824
3718,0,今日死ぬほど風強くて髪の毛セットしたのに無事に終わったよ。,0.4252
3720,1,強風の時も嫌じゃ無くなったwww,0.8704
3721,1,今日風やばかったんで聴きに来ました。,0.668
3723,1,好きすぎて定期定期的に聞いてまう,0.9862
3724,0,中学校通学の時風強すぎて進めない,0.9842
3728,0,風と言えば花火する時だけやたら風強くて火をつける時に使うロウソク消えること多すぎるのあるあるだったなあ,0.8229
3729,0,さくらみこより良くてラブマツスタジオよりは物足りないまあ体調は悪くならないな,0.4924
3730,0,この曲聴いてめっちゃわかるって思った俺風嫌いなのもあるし,0.9513
3731,1,すごい勢いで伸びてる,0.9786
3733,1,関東やばいんで聴きにきました,0.553
3734,1,え、何日か前見た時800万再生やったのに今見たら1000万超えてる！！！おめでとちゃんです！！,0.9824
3735,1,ゆきちゃんかわいい,0.9896
3736,0,伸びおかしいだろ,0.9194
3738,1,ちょっと久しぶりに来たら爆伸びしてて草300万再生くらいだったよな…,0.5097
3739,0,電車乗った瞬間終わったわ運転見合わせ進めない風強過ぎてお亡くなり定期定期列車オールストップ（実話,0.9405
3740,1,強風オールバック日和すぎて聴きに来た,0.7864
3741,1,このチャンネルの総再生数の9割持ってて草,0.5817
3743,1,今日バカみたいに風強いので強風向かい風の中聴きながら強風オールバックなうですはやくおうちにかえりたい。,0.666
3744,1,リコーダーのところむっちゃ好きなんだけど,0.7722
3745,1,風が強い日にはこの曲がぴったりだわ,0.7871
3746,1,強風吹いてる日に１０００万再生行ったの奇跡すぎる…これからも強風吹いてる日がくる度にコメントが続くといいな…,0.9636
3747,1,「あー前髪死んだ〜」からお亡くなりになるの気持ち良すぎだろ！,0.9281
3748,1,今日風強すぎてオールバックした😂,0.8656
3750,0,伸びが凄すぎて、なんだろう。怖い。(語彙力死亡),0.9917
3752,0,風強すぎてお亡くなりーーーーーああああああああチーン😇,0.8342
3753,0,数時間で10万再生されてるのバグってるな,0.9227
3754,1,祝1000万再生🎉,0.8999
3756,1,今日風強かったので見に来ました,0.8471
3757,1,強風オールバック日和なので聴きに来てみた,0.8345
3765,1,いいすねー,0.9296
3766,0,今日は風強すぎです。2023/05/06,0.8908
3768,1,祝1000万再生🎉リコーダーの無気力感がホントに好きです！,0.9904
3769,1,本当に好き、この曲,0.9895
