text,label,score
リコーダーの音外した感じがもうなんてゆうかたまらなくいい。,POSITIVE,0.8852
とても良い音楽でした、ありがとう,POSITIVE,0.9917
1:11,NEUTRAL,0.9162
完全版が欲しいです！,POSITIVE,0.8691
使わせて頂きます,NEUTRAL,0.8444
何故か全てあなたの所偽です思い出した,NEGATIVE,0.8347
三種類の楽器だけでこれできるのすごすぎ笑笑,POSITIVE,0.9711
なぜこういうのが流行るのだろうか,NEUTRAL,0.8337
ガク🤯,NEUTRAL,0.6532
はとはとはとはと,NEUTRAL,0.9275
久々にボカロ？の曲聴いたけどやっぱり人間のがいいな何言ってるのか相変わらずわからんし抑揚もないし一生好きにはなれん,NEGATIVE,0.915
ハハハハ爆笑,POSITIVE,0.9825
これなんで流行ってるの？笑,NEUTRAL,0.9392
これがミニマムの恐ろしさか…,NEGATIVE,0.7599
0:03-1:50Ankhazonedancing0:57(^q^)あー1:12作画崩壊したキャベツ1:19ヴィエ1:25きゅうくらりん1:54トトロop1:57異色演奏者,NEUTRAL,0.7354
あずまんがとかよつばどを思い出すどこか懐かしさあるキャラだな〜,POSITIVE,0.6282
かわいい歌,POSITIVE,0.9285
:D,NEUTRAL,0.5857
洗脳されてしまった・・・どうしよう,NEGATIVE,0.9731
FAから日本人がロリコンであることがわかる,NEUTRAL,0.9252
この2分ちょいの曲から得られた情報が「風が強い」しかないのにこの満足感,POSITIVE,0.8541
1:11ここ完全に某アニメ再現してて好き,POSITIVE,0.9923
ほんと、音楽ってかたち無限大なんだな😮,NEUTRAL,0.5925
黒歴史キャベツが突然出てきてw,NEUTRAL,0.8845
すみません。アイデンティティから来ました！,POSITIVE,0.7422
仕事中ずーと頭で流れてる,NEGATIVE,0.5259
リコーダーの箇所が「超サイヤ人だ孫悟空」の悟飯の口笛にしか聞こえなくなったわ,NEGATIVE,0.8194
「って」ってところの間？がめちゃ好き‼,POSITIVE,0.9327
学校で流行ってるW,NEUTRAL,0.9306
そろそろ時期的に熱中症のシーズンですねえ…定期定期的にホワイトアウトしていますです、はいorz,NEGATIVE,0.9279
投稿された日ぐらいに強風で傘折れた,NEGATIVE,0.9877
クソ適当キャベツオッスオッス,NEGATIVE,0.9248
…,NEGATIVE,0.9412
きのうライブダムのおすすめ（？）にあって、全然知らない歌だったけれど適当に歌ったら、「表現力」のみ平均点以上だった（笑）,POSITIVE,0.6789
リコーダー直刺しw,NEUTRAL,0.8991
こんなリズミカルなボカロなのにこの敢えての平成感ある画風が最高にすこ,POSITIVE,0.9871
何かのSNSで流れてて、「これ聞いたことあるな、タイトルなんだっけ？」って思って、頑張って歌詞を聞き取って、ここに辿り着きました😂！ほんと中毒性ある！しばらく、ふとした時に頭に流れそう😂🥳笑🎷🎸🎹🎺🎻🥁🪕,POSITIVE,0.8781
この曲リズム良くて好き！,POSITIVE,0.9938
0:14,NEUTRAL,0.8943
ハト4匹大乱闘は凄い,POSITIVE,0.896
流行りに遅れて来ました初めてみた,NEUTRAL,0.9259
4億6900万回切られたキャベツ,NEGATIVE,0.5842
もう神しか言えない,NEUTRAL,0.3899
キャベツ検定で草,NEUTRAL,0.9278
風が強すぎてだんだん後ろに下がるレベルで強いなら外出るなって話w(あっこれ言っちゃダメかな💦),NEUTRAL,0.5363
なぜこの曲はこんなにキャッチーなのでしょうか?!😭,NEUTRAL,0.7614
音聞こえました🎶,NEUTRAL,0.7114
音が聞こえ無い何故？,NEGATIVE,0.534
カラスのカスタネットつい見てしまう🐦‍⬛,NEUTRAL,0.7251
外出た瞬間終わったわ(ガチ)天気がいいから進めない(35度)日差し強すぎて、お亡くなり(熱中症)定期定期的に、オールバック(土に帰る),NEGATIVE,0.9233
本家の安定感すげー,POSITIVE,0.948
0:53,NEUTRAL,0.8542
圧倒的な中毒性。,NEGATIVE,0.9923
ハピャネウェイクアップ,NEUTRAL,0.8081
ソングンスタニットパルナヤを食べる2023',NEUTRAL,0.5785
歌愛ユキちゃんが歌っていたのか～悪ノシリーズで知りましたけど懐かしいな～それに可愛いし💕,POSITIVE,0.9548
これ僕の中学校ではやってる,NEUTRAL,0.9327
オモロ,NEUTRAL,0.9347
私の地域、現在この状況外に出ることすらできない豪雨,NEGATIVE,0.9882
🎉😅🎉,NEUTRAL,0.8316
ぴっとめのそん＝元ネタ曲のリコーダー部分を耳コピで無理矢理歌詞を作った結果です。,POSITIVE,0.5152
今年の３月に群馬に住んでいます。強風です。自転車に乗ってる時に、砂ぼこりが顔面に‼️歌詞の通り、なかなか前に進めない😰日常の事を歌詞って、初めて聞きました👂,NEUTRAL,0.7136
風強いの好き,POSITIVE,0.9772
裏拍とってるカスタネットカラス好きすぎるw,POSITIVE,0.9745
定期定期きいてます,NEUTRAL,0.9054
1:26ここきゅうくらりん,NEUTRAL,0.9264
世界一考察勢を困らせた世界一考察が簡単な曲,NEUTRAL,0.7024
カラスがカスタネットつついてるのが可愛すぎてそっちに目がいってしまう,POSITIVE,0.9796
映像も面白くてずっと見ちゃう。ウーパールーパー？すこ。,POSITIVE,0.9494
小学生の頃にこの曲があればリコーダーを真面目に練習したかも。音外すところも含めて。,NEUTRAL,0.8677
この曲マジで定期定期的に聴きたくなる,POSITIVE,0.9883
繋げて！！外出た瞬間,POSITIVE,0.8574
プロセカに応募しましょう！,POSITIVE,0.97
気のせいかな。女の子がポケモンSVのネモにしか見えん。,NEGATIVE,0.7098
3ヶ月で3300万回再生、、、、、、,NEUTRAL,0.6405
3333万再生,NEUTRAL,0.818
今再生数３３３３万3338で3ヶ月前に動画なんだけどwww,NEUTRAL,0.9112
3333万回再生きた,POSITIVE,0.5834
好きすぎてお亡くなり〜定期定期的にオールバック！「繋げて」,POSITIVE,0.9791
これでバトンやろ,POSITIVE,0.659
歌が面白すぎ！(^-^)(>_<),POSITIVE,0.991
今日はもう休もう！,POSITIVE,0.7325
もう今日は学校休もう！,POSITIVE,0.4985
横浜の風強すぎて終わったわ、,NEGATIVE,0.7661
のや❤に！🎉、おゆた,POSITIVE,0.9354
カラスタネットもハトライアングルもうまくて笑う,POSITIVE,0.9802
ぼ、ボールキャベツ…？！,NEUTRAL,0.9363
文字はみ出してるのとか素人がちゃんと作った感じでてるのすき,POSITIVE,0.9869
カオスな感じが凄く面白い。,POSITIVE,0.9676
これキャベツなの？最初メロンだと思ってた(笑),NEUTRAL,0.9641
1:11なんか既視感あると思ったら作画崩壊キャベツか,NEGATIVE,0.9735
サビサイコーすぎ！サビ好き同士いる？,POSITIVE,0.5317
いつもきいています。😂😊,NEGATIVE,0.738
キャベツの作画見つけた(多分キャベツじゃない),NEUTRAL,0.655
嫁は俺になんちゅうモンをすすめてくれたんや頭の中ずーっと流れてて仕事にならんやないか個人的には作画崩壊キャベツで大笑い嫁は存じてなかったが、、,NEUTRAL,0.4885
可愛い強風オールパーク可愛いです宜しくお願いします二回って回りたたいな、?!,POSITIVE,0.9235
ボカロ初期or中期くらいの((((オワタ＼(^o^)／))))って感じが好き,POSITIVE,0.9166
1日に26万回再生されてるよ、、、、,NEUTRAL,0.7993
今日初めて聞きましたが、独り言で天才かよって言ってしまった作品の一つ,NEUTRAL,0.7343
例のキャベツやん,NEUTRAL,0.883
すごい…過去一のぬるま湯ソングだ…,POSITIVE,0.8916
なんかこれ聴くとニッコニコになれますマツケンサンバのように無条件で人を元気にするいい曲,POSITIVE,0.9832
冬の群馬じゃん,NEUTRAL,0.9159
2分16秒の良曲,POSITIVE,0.982
おもしろい,POSITIVE,0.9557
アレンジしてる人見かけます😂😢😅,NEUTRAL,0.9121
キャベツ検定不合格,NEGATIVE,0.7903
1:11例のキャベツで笑った,NEUTRAL,0.5737
自分はこの曲は戦争の曲だと考察する例えば風は爆風、お亡くなりは爆風に巻き込まれて死ぬていう意味だと思う,NEUTRAL,0.85
平和な曲も久しぶりに聞きたいから聞いたけど平和過ぎてびっくりした(めちゃ褒め,POSITIVE,0.9792
からっ風と闘う群馬県民の歌,NEUTRAL,0.6135
"￥1,600いい曲",POSITIVE,0.8972
修学旅行二日目の自主見学風強すぎてぼうしえらい飛ぶわ、他の人のチケット飛ばされたからそれ追いかけていくわで災難w,NEGATIVE,0.8582
この感じ好きイワシ思い出した,NEUTRAL,0.496
宿泊体験のバスの中で歌いました,NEUTRAL,0.6242
歌って学校でなんか歌いたくなるよね、この気持ちわかる人いる？,POSITIVE,0.6297
めっちゃかわいいな〜,POSITIVE,0.9895
1:10お。おおおい！！！ここで！例の！キャベツを挟んでくるなんてマジでずるいぞ!!,NEGATIVE,0.4637
三ヶ月で3285万再生数！すごっ,POSITIVE,0.9709
語ってる感じが好き！,POSITIVE,0.9891
この曲好き❤️,POSITIVE,0.9859
めっちゃ面ろ！！！！,POSITIVE,0.9675
2024年も見てる人ー！,POSITIVE,0.7433
中毒性えぐいw,NEGATIVE,0.9669
名古屋は風ないからほしい,NEUTRAL,0.9097
歌詞が意味わからん,NEGATIVE,0.9658
インフェルノ,NEUTRAL,0.8127
❤❤❤❤❤❤❤❤❤❤❤❤,NEUTRAL,0.8316
キャベツはもう許してやれよｗｗｗ,POSITIVE,0.4768
PV、キャベツの作画ネタまで入ってたんだ笑,POSITIVE,0.5304
萎えたとき用に使う歌なんてあったのかw,NEUTRAL,0.9221
歌愛ユキの歌久し振りに観た,POSITIVE,0.7968
Spotifyないんや…,NEGATIVE,0.9329
頑張れ！億いくんだ！,POSITIVE,0.9668
最近、まじで日本発の音楽アツすぎんか,POSITIVE,0.6517
╰(*´︶`*)╯♡,POSITIVE,0.44
群馬県民はエブリデイ強風なので毎日オールバック,NEUTRAL,0.8052
1:42左場面に注目カカポかな？,NEUTRAL,0.8367
絶妙に短調な雰囲気すごい,NEUTRAL,0.8481
高評価70万いった,POSITIVE,0.9425
両サイドの2匹....ポメラニアン....ﾊｯ,NEUTRAL,0.8096
キャベツ片手で真っ二つに出来る小学生は居ないだろうな…(褒めてる),NEUTRAL,0.5243
