text,label,score
ここのコメントの返信地獄率高すぎて草,NEGATIVE,0.8121
こういうのでいいんだよ感,POSITIVE,0.7463
チャリ乗ってたら終わるwww,NEUTRAL,0.5522
ヤリチンオールマッシュの元ネタか,NEUTRAL,0.9579
最後のたまに音階が外れるリコーダーがクセになってたまらん,NEGATIVE,0.9761
外(シャバ)出た(釈放)瞬間(人生が)終わったわ天気は良いのに(記者達の人混みで)進めない(世間の)風強すぎて(社会的に)お亡くなり定期定期的にオールバック(で謝罪会見)地下(の世界)に潜りたいなって思いました(世間の)風さえなくなればあったかいのにずっと座りたいな(立ち直れない)って思いましたいやいやと外(社会復帰)でたらハト(記者)ハト(記者)ハト(記者)ハト(記者)大乱闘,NEGATIVE,0.807
初め癖になりそうって思ったけど途中空白の時間多すぎてあんま好きじゃなくなった,NEGATIVE,0.7441
いつも「きゅうくらりん」の概要欄に出てくるから気になって再生しました。確かに似た描写はあるけどテンションの高低差よな。,NEUTRAL,0.8867
良く分からないけど2分を微妙に無駄にしたような気になるのはなぜだろう。これほど中身の少なすぎる2分は久しぶりだ。そうだ例えるならポプテピピックだ,NEUTRAL,0.7589
2分しかない曲なのに言いたいこと全部まとめてくれてるの最高,POSITIVE,0.9914
歯磨きするとき聴いたら歯磨きはかどる。,NEUTRAL,0.8476
自転車通学勢にとっては強風オールバックまでが毎日の髪セット,NEUTRAL,0.876
思いました,NEGATIVE,0.5369
オールバックがオッツパークに聞こえるのわおれだけか？,NEUTRAL,0.8712
2023のボカロ暫定一位！,POSITIVE,0.8987
ヒカマニ？,NEUTRAL,0.9548
短い曲だからこそ何回も聴いてしまう。,NEUTRAL,0.6191
そっと出た瞬間お亡くなりのれそう,NEGATIVE,0.9773
懐かしさを感じる丁寧なゴリ押し大好き,POSITIVE,0.9849
モモランドやな,NEUTRAL,0.9535
10年ぶりにボカロ調の復活か,NEUTRAL,0.7513
TikTokの歌見つけた！,POSITIVE,0.9853
小学生のユキちゃんが思った事そのまま歌ってるような語彙力が心地いい,POSITIVE,0.9871
普通にこの女の子のキャラデザ好き(特に髪下ろしてる時),POSITIVE,0.9457
曲の中身「風強すぎ」だけだし間奏とAメロだけで転調とか無いから頭からっぽにして何十回でも聴ける,POSITIVE,0.7217
やべぇ(ﾟωﾟ;)｡o○中毒性半端ねぇ...なんだこれ（）,NEGATIVE,0.9613
かわいいですね！,POSITIVE,0.9896
このリコーダーの音がまた良いんだよなww,POSITIVE,0.975
テレビの力すご笑,POSITIVE,0.9794
よあけなのキャベツがあるのは強風で髪型が崩壊してるのと作画崩壊をかけてるんですかね…,NEGATIVE,0.6492
ステップ踏みながらリコーダーふく高等技術,NEUTRAL,0.5141
再生数の伸びえぐい古参アピすればよかった…,NEGATIVE,0.9191
この歌は、歌詞の向かい風が人生において何に例えられるかにない,NEUTRAL,0.7974
今まで風強い時おでこ全開になるのめっちゃ嫌だったけど、この曲知ってからはオールバック〜♪が勝手に頭の中で流れるようになったから気にならなくなった😂,POSITIVE,0.8863
マジで風強すぎる時は息吸えなくなるんだよな。いや吸えてるんだけど肺まで行かんよくリコーダー吹けるな(,NEUTRAL,0.5712
中毒性の塊,NEGATIVE,0.9801
0:55ハト？......,NEUTRAL,0.8104
今日通学中ずーっと向かい風強くてペダル重いわ全然進まんわで、この曲にめっっちゃ共感できたわ…(;´Д｀),POSITIVE,0.5486
,NEUTRAL,0.9457
カスタネット叩いてるカラス可愛すぎる😂,POSITIVE,0.9903
みこちのコレかwにぇ,POSITIVE,0.5229
家に帰って最初にすることがこの曲を聴くことになっている,POSITIVE,0.7144
誰も触れてないけど、作画崩壊キャベツあって草,NEGATIVE,0.7106
注:この曲を流すとJKが倒れます,NEUTRAL,0.7637
リコーダーとカスタネット、トライアングルっていう小学校楽器の最高的活用法好きすぎる😊,POSITIVE,0.9876
いい曲😮,POSITIVE,0.9876
この曲やっぱ中毒性ある（目に残像残るときあるよね）,NEUTRAL,0.4835
謎の中毒性がある神曲,POSITIVE,0.7653
日本語が母語でよかった〜❤48才主婦より,POSITIVE,0.9757
イクゥ〜！！がリコーダーの部分なの笑、ゥ,POSITIVE,0.7453
わかる、風強いとスチールドラゴン乗れなくなるんだよな😂,NEGATIVE,0.6998
最近は人間に近い声を出すVOCALOIDいるけど、やっぱ自分はこの機械味が残った声が好きだ,POSITIVE,0.9455
まじで登下校の風強い日にチャリ漕ぎながらこの曲歌うの楽しすぎｾﾞｪｾﾞｪ,POSITIVE,0.9936
リコーダー使って学校でこれ弾いたらめっちゃ人気者になりそう,POSITIVE,0.9512
みんな言ってるから聞きに来てしまった。すこ,POSITIVE,0.533
風強すぎてオールバックになってもこの曲思い出して楽しくなる,POSITIVE,0.9865
こういう曲にしては短いのに満足感がすごすぎる,POSITIVE,0.5422
ショートでこれの真似してる金髪のイケメンから来た,NEUTRAL,0.6267
推しが歌っていたので聴いてみました！本家もやっぱり良いですね！,POSITIVE,0.9929
大☆乱☆闘,POSITIVE,0.7467
アンダーテールのオルゴールを出した人がこんな曲作ると誰が思ったんや,NEUTRAL,0.9108
好き,POSITIVE,0.9401
これで皆リコーダーで音外しても恥ずかしく無くなったな,POSITIVE,0.9353
ワックスつけてオールバック風ニモマケズ雨には負けるオールバック,NEUTRAL,0.752
リズムが好きすぎる！,POSITIVE,0.9891
わかりみ深すぎて中毒になる,NEGATIVE,0.9522
前髪崩れて消えたくなる気持ちをしっかり歌詞にしてくれるのも天才😂,POSITIVE,0.9779
この曲でとんでも鬱展開深読み勢湧いてほしい。絶対にありえないであろう鬱展開をこの曲BGMにしながら楽しく読みたい。,POSITIVE,0.9475
1:11,NEUTRAL,0.9162
クシャルダオラの戦闘曲,NEUTRAL,0.8743
ちょっと前にランドセル反対してる子どもの記事とか見て、もう20年後とかにはランドセルとかもだいぶ減るんかなと、この動画を見て思い出していた（語彙力皆無）。子どもの時から見ていた風景が変わっていくのは少し寂しいね,NEGATIVE,0.9638
1000万おめ🎉🎉🎉🎉🎉🎉🎉🎉,POSITIVE,0.499
この曲の中毒性ってなんとも言えない歌詞の間とその歌詞と、音の外れるリコーダーだよね笑（実際はそれで成り立ってるから外してるの方が正しいけど）,NEUTRAL,0.8581
いいねえ、。,POSITIVE,0.7229
トライアングル鳴らしたり踊ったりしてる白いハトモチモチしてて好き,POSITIVE,0.9881
すげーキャッチーなメロディと歌詞だから気が付いたら口ずさんじゃうね,NEUTRAL,0.4912
いや伸びすぎやろ、この前まで100万とかやったぞ、,POSITIVE,0.8065
自分の地元のイメージソングかと思った,NEUTRAL,0.5872
凄い中毒性あるんだけど、なんで、、？,NEUTRAL,0.6745
リコーダーのところ好き❤,POSITIVE,0.9867
わたしこのうたきにてっます,NEUTRAL,0.6768
強風かってくらいの勢いで伸び続けてるのすごすぎる,NEUTRAL,0.6213
何度聞いてもハトハトハトハト大乱闘、あーーーーーー！！の部分好きすぎる,POSITIVE,0.9899
へへ,NEUTRAL,0.7013
謎の中毒性,NEGATIVE,0.8729
再生速度上げたら風強くなって面白くなるよ(1.25倍聞きながら),POSITIVE,0.9465
いやいや外出たらハトたちが大乱闘してるところが個人的に大好き,POSITIVE,0.9869
中毒性のあるフレーズをリコーダーで演奏するところが本当に素晴らしい,POSITIVE,0.9852
あらゐけいいちを感じる,NEUTRAL,0.9421
すべあな系の界隈を思い出した🤔,NEUTRAL,0.913
地元冬になると風ばか強いし冷たいのに風でチャリ進まなくて学校間に合わなくなるのと風に争って進もうとするせいで運動量がいつもの倍になって冬なのに汗だくで遅刻気味で教室入っていったのほんといい思い出,POSITIVE,0.9711
なんか10年前くらいのボカロって感じで良き,POSITIVE,0.9879
これ今年の覇権ボカロ曲だろ,NEUTRAL,0.6679
曲はSpotifyにありますか？見つからない,NEUTRAL,0.8915
200万再生くらいの時はこんだけ伸びるとは思わなかったな,NEUTRAL,0.6864
この曲の動き再現してる動画みて知りました(),NEUTRAL,0.8785
なんか・・・・良い意味で泣ける,POSITIVE,0.9523
こういうのがいいんだよと思いながら聴いてたらキャベツ出てきて老人会マインド総立ちだった,POSITIVE,0.8506
最近はこの歩き方で学校に向かってます,NEUTRAL,0.855
ヤワなハートが疼き出したらー,POSITIVE,0.6826
1日で200万回くらい再生されてんのすご！,POSITIVE,0.8065
この曲はすでにリミックスがありますw,NEUTRAL,0.6008
これ考えた人すごいわ,POSITIVE,0.9734
1:11～からの作画崩壊キャベツも昔のニコニコを思い出させる,NEUTRAL,0.7289
とにかく可愛いわ,POSITIVE,0.9931
某うーたんから来ました,NEUTRAL,0.9555
1ヶ月で1000万再生は凄すぎる,POSITIVE,0.9561
赤い風船は🎈QUEENのカショーギシップ歌詞の内容のひとつはねるねるねるねの気持ち悪い婆さん、老婆。あの頃のエッセンス結構入ってるよ。カラスはTVに表示されてる1080i。カラスって気持ちよくなると同じとこ3周でも真っ直ぐ綺麗に回ったりすることあるんだよ。カスタネット赤味噌大人ブルー,POSITIVE,0.6275
最近の並ボカロ特有の鬱要素にうんざりしてたから助かる！,POSITIVE,0.9622
考察する必要が存在しない素晴らしい曲。脳みそ使わなくていいから睡眠用にバッチリ,POSITIVE,0.871
界隈曲と似てる匂いがする,NEUTRAL,0.8914
おんなじことずっと言ってて最高,POSITIVE,0.9923
ハト好きすぎる笑笑,POSITIVE,0.9633
子供がハマって歌ってて何それ？ってなりましたが聞いてみて親がハマりましたwすごい好きw,POSITIVE,0.9906
どうやって生きてきたらこんな神曲作れるんやろ…,POSITIVE,0.8288
ほぼ何言ってるかわからんがいいと思う,NEUTRAL,0.5937
本家これなんだ…！（感動）笛の下手くそなﾋﾟｯ!!!が好きすぎる,POSITIVE,0.9802
地味にリズム感良いカラスさん好き,POSITIVE,0.9526
幼女を眺める趣味はありませんm(__)m,NEUTRAL,0.8041
これ包丁で切ってるのキャベツかな？最初メロンかマリモかと思った,NEUTRAL,0.9538
いいものだなー,POSITIVE,0.9382
いいうたです。,POSITIVE,0.9326
他のボカロpさんが作った奥が深い鬱っぽい考察が多い曲を聴いた時に時々挟んで究極の解毒剤にしてる,NEUTRAL,0.6945
1:57の虚無ルーパーすき,POSITIVE,0.9832
外出た瞬間終わったわ天気は良いのに進めない風強すぎてお亡くなりﾉ彡ノノﾉノミ〆⌒ヽ彡(´・ω・`),NEGATIVE,0.993
みなぎってきたwに近い,NEUTRAL,0.9439
とりかわいい,POSITIVE,0.9879
リコーダーのところでニコニコの時報思い出す…,NEUTRAL,0.8717
1000万いくの早すぎるw,NEUTRAL,0.5761
好き,POSITIVE,0.9401
この声と歌詞がマッチしてていいな,POSITIVE,0.9846
진짜좋네요!!,POSITIVE,0.413
筋トレした後に聴くとちょうどいい感じに力抜ける,POSITIVE,0.9475
小学校まで坊主、以降今に至ってほぼ短髪だけどこの曲の中毒性に陥った26歳7ヶ月一般男性です🙋‍♂️,NEGATIVE,0.8904
これのr18イラストがマジで良い,POSITIVE,0.9872
雀って、昔ほど見なくなったよね？,NEUTRAL,0.8712
伝説になりそう,NEUTRAL,0.9056
普通になんかかわいい曲で好き,POSITIVE,0.9915
星野源の恋の最初もこんな内容の歌詞だった気がする。歌詞は意味のあることを言わない方がいいってタモリのオールナイトニッポンにゲストで出たとき言ってて、共感したが、ここまで削ぎ落とされると、もはや禅的にも捉えられる。今年最高の発見。,POSITIVE,0.9351
1:11丸キャベツ,NEUTRAL,0.9251
この人APEXやってるの草,POSITIVE,0.7526
この曲だけはボーカロイドしかしっくり来ない,NEUTRAL,0.8703
isthissongalreadyonspotify?,NEUTRAL,0.9394
1:11ある作画崩壊を思い出す,NEGATIVE,0.7255
見覚えのあるキャベツの断面図,NEUTRAL,0.8602
会社のパソコン紛失したけどこれ聴いて明日も頑張れそうって思った(˙▿˙)☝,POSITIVE,0.9174
途中の夜明け前より瑠璃色なキャベツすこ,NEUTRAL,0.5734
ハトのところめっちゃすこ,POSITIVE,0.9849
キャベツのデザインが某アニメで草,NEUTRAL,0.8804
10年前のボカロって感じで好き,POSITIVE,0.9813
うーったん！！おっと誰か来たようd(((((((((((((((殴🤛,NEUTRAL,0.4731
……これが、よく話に聞く「強風オールバック」か。うん、神曲ですね✨……これからたくさん聴こっ！,POSITIVE,0.9791
からすかわいい,POSITIVE,0.9908
風が強いが注目されがちだけど、切ってるキャベツがしれっと伝説の作画崩壊キャベツなの草,NEUTRAL,0.7661
動ありから元ネタ拝見にきました！,POSITIVE,0.9765
オッズパークに聞こえるのよ,NEUTRAL,0.9358
このコメ見た人でリコーダーとトライアングルのパート(間奏)好きな人︎︎👍🏻してね♪,POSITIVE,0.9815
【朗報】地上波で強風オールバックが流れた,NEUTRAL,0.7805
サビの後ろでずっと刻まれてるリズム、それとなく土鳩のビートと似てるね🐦🐦🐦,POSITIVE,0.5178
髪オールバックなるわ😂😂,NEUTRAL,0.7798
冬の群馬に行ったらこんな感じになった😂,NEUTRAL,0.8724
最後のウーパールーパーのガチャもってる,NEUTRAL,0.8258
みんな歌詞への意識高いけど、1:27の所「きゅうくらりん」のあれ(語彙力喪失)に似てない？あの軽快なリズムと共に後ろに下がって行くの良いよね,NEUTRAL,0.8934
歌愛ユキ布教nice,NEUTRAL,0.6164
おもしろすぎ。,POSITIVE,0.976
前髪とか気にしない人ー！✋,NEGATIVE,0.8183
なんだかんだでキャベツの絵柄草,NEUTRAL,0.8955
病んでた時に聞いたら、どうでも良くなってた気づいたときにはこの曲にハマっていた,POSITIVE,0.9688
この曲の何が気持ちいいのか考察してみたらたまに半音使われてるくらいでほぼ同じ音で構成されてて気持ち良くなった,POSITIVE,0.9883
リコーダー吹いてるところ好き,POSITIVE,0.99
この曲2倍速聴いたあとに1.5倍速聴くと結構良くなる希ガス,POSITIVE,0.9155
神曲☆プロセカで出てきて欲しいこの曲,POSITIVE,0.9726
なんやこれ笑,POSITIVE,0.8959
思春期の時に前髪が風で消えて広いおでこがあらわになるのが嫌で前髪伸ばして自分からおでこ見せてくスタイルにして今25,NEUTRAL,0.8244
短い足をあんあわ動かしながらも結局飛ばされてしまう虚無顔ポメラニアン…………。,NEGATIVE,0.9744
リズム感すこw,POSITIVE,0.9713
自転車下り坂の追い風は自然様によって強制オールバック,NEUTRAL,0.792
メッセージを伝えたすぎて動画の枠をはみ出してるのすこ,POSITIVE,0.8127
風のせいで仕事に遅刻したりするのうざいよね,NEGATIVE,0.9897
実は丸サ進行なのおしゃれで好き,POSITIVE,0.9927
今度音楽の授業で３人で発表するやつあるんでこれ俺リコーダー役でふいたりますわ笑,POSITIVE,0.9007
たしかに風強いときオールバックになることありますよね😂,NEUTRAL,0.8514
瑠璃色なキャベツ切るシーン意味わからんすぎて好き1:11,POSITIVE,0.9394
最後ら辺に出てたウーパールーパーのガチャガチャ持っててビックリしてる！,NEUTRAL,0.7911
背筋伸びてるけどその姿勢だと進めないわなw,NEUTRAL,0.799
リコーダーの音がたまらん,NEGATIVE,0.7493
ほんっとに最近風強くてめちゃくちゃ共感できるの俺だけ？笑,POSITIVE,0.8174
急上昇ランク外とはね…,NEGATIVE,0.8467
本人すら想定してなかった意味を見つけ出すことで有名な考察勢も「風が強い」以外の意味を見つけられないの好き,POSITIVE,0.9563
今日風強いけど走った,POSITIVE,0.6901
サブスクして欲しい。本気で,POSITIVE,0.5844
膝をついてリピートする以外なかろう...,NEGATIVE,0.7878
最近強風に晒されてもこの曲思い出していい気分になれる。,POSITIVE,0.9829
一茶の俳句みたいで素敵な歌,POSITIVE,0.9889
切っているのまさか伝説の丸いキャベツでわありませんか！？,NEUTRAL,0.6155
数日前まで800万再生とかだったはずなのにもう1200万になったか……,NEGATIVE,0.8821
このやる気のないリコーダーの演奏が死ぬほど好きなんよ,POSITIVE,0.9783
めちゃくちゃメッセージ性あるわけでもないシンプルさなのに中毒性ある昔のボカロ曲みたいなの好き,POSITIVE,0.986
イラスト1枚1枚可愛いの良い,POSITIVE,0.9912
これJRの歌やろw,POSITIVE,0.9387
これガチ好き笑笑笑,POSITIVE,0.9849
今の時代変な絵のボカロが出てるのにこのボカロはかわいいな(笑),POSITIVE,0.9534
好きって思いました。,POSITIVE,0.8031
色んな闇深意味深な曲がある中この曲はなんの意味深要素もなく風強い。やだ。で2分の曲作れるとか才能ありすぎだろしかも最後のウーパールーパーは虚無だからな。（語彙力）ほのぼのする（？）,POSITIVE,0.6744
虚無ウーパールーパーばり好きなんやが,POSITIVE,0.6685
ハトハトハトハト大乱闘でほんとにこの曲脳死で聞けるんだwって安心した,POSITIVE,0.96
サムネだけ見てポケモンのファンソングだと思ってた,NEUTRAL,0.5071
作画崩壊キャベツリスペクトされてら,NEUTRAL,0.5952
犬に違いないけど見れば見るほど犬ではない犬に言及しているのはこのコメントだけ！,NEUTRAL,0.7378
2分の曲とは思えない満足感が得られる,POSITIVE,0.9752
この女の子ユキちゃんみたい,NEUTRAL,0.9325
これ聞いてたら昔聞いていた界隈曲を思い出したのは俺だけ....？,NEUTRAL,0.6883
中毒性やば、,NEGATIVE,0.9866
いぬすき,POSITIVE,0.9871
この女の子いいよねかわいい,POSITIVE,0.9933
リコーダー思いっきり吹くのかわい,NEUTRAL,0.6355
こーゆー曲でしか摂れない栄養を摂るためにまた聴きに来ました,POSITIVE,0.8862
今のうちに古参アピしとこ,NEUTRAL,0.6902
今年の上半期のボカロ覇権しそうで草,POSITIVE,0.5317
曲の初めから秀逸,POSITIVE,0.9822
君もしかして初見じゃないね？,NEUTRAL,0.9465
ユキちゃんの声めちゃくちゃ久しぶりに聞いた……,NEUTRAL,0.7515
この伸び方はちょうどここ最近風強いのも影響してそう笑,POSITIVE,0.8189
2分の満足感じゃない,NEGATIVE,0.6409
このへっぽこリコーダーがいいんだよな,POSITIVE,0.7666
誰かこのリコーダーの音教えてくれ。吹きたいんや。,POSITIVE,0.8171
風に押されてる犬は可愛い,POSITIVE,0.9721
アングラ感ゼロなポップな界隈曲って感じ良い,POSITIVE,0.9802
きょーむーるぱーすき,POSITIVE,0.9851
例のキャベツで草,NEUTRAL,0.9079
1:11作画崩壊キャベツ愛好者用,NEUTRAL,0.8444
広島原爆の死者数👇👇,NEGATIVE,0.8309
ハマりました,POSITIVE,0.9745
風強すぎてお亡くなりの時の動きが可愛い,POSITIVE,0.9884
歌詞とイラストと曲調と全部が好き,POSITIVE,0.9905
ピッって高い音でにくいのすごいわかるし好き、たまに変な音出るのも愛くるしすぎる,POSITIVE,0.9849
作画崩壊キャベツ懐かしい,NEUTRAL,0.8599
中毒性やべえ,NEGATIVE,0.9917
この歌を本気で考察すると...強風→風が強いこと(春風？)春風が強いのは移動性の高気圧と低気圧が交互に来るためオールバック→髪型のオールバックと物事が後ろに下がることつまりこの歌は自然の強さと移動性の高気圧と低気圧のように新年度への気分の高低と春休みが終わり学校へ行きたくない民の後ろ向きな考えを表しているまぁでも結局最終的にたどり着くのは「風強っっっっ！進めなくてマジやだ」なんだよね,NEUTRAL,0.6771
この曲1週間前ぐらいに知りました(んー中毒性やっば！！,NEUTRAL,0.5895
インターネットってこういうのだよなやっぱり,NEUTRAL,0.8567
割ってる物ってもしや、作画崩壊で有名なあのキャベツ様ですか？？,NEUTRAL,0.9047
（この子のファーストコンタクトが渋でのR-18絵なの人様に言えねぇ…）,NEGATIVE,0.5447
初めて見る(なんで流行してるのか分からない)→Youtubeくんの猛プッシュおすすめ(見る)→ハマる(自分から見にくる),POSITIVE,0.9843
頭の中がリズム天国になった,NEUTRAL,0.8325
同じテーマでGPT-4に作詞させた結果↓(ヴァース1)風が吹いて、街を歩く、髪が舞って、オールバックになる。青い空に、雲が流れて、僕の気持ちは、どこに向かうのだろう。(コーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(ヴァース2)鏡を見て、髪を整える、でも風はまた、僕をからかう。嵐のような、この日々でも、君となら、笑っていられるよ。(リピートコーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(ブリッジ)風が強くても、髪が乱れても、僕らの心は、ひとつだから。どんな嵐でも、君となら、笑顔でいられる、それがすべてさ。(ファイナルコーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(アウトロ)だから風よ、もっと強く吹け、僕の髪を、オールバックにしてよ。君がいるから、笑顔があるから、どんな風でも、僕は歩いてゆく。,POSITIVE,0.816
0:15からのカスタネット叩いてるカラスのくちばしあんまり痛くなさそうで好き,POSITIVE,0.9787
群馬の歌かな？,NEUTRAL,0.9577
東西線「強風のため一時停車します」東西線民「風が強すぎて穴詰まり～♪」「地下にすら潜れない～♪」,NEGATIVE,0.9685
意味わかり易すぎて意味わからん😂,NEGATIVE,0.9839
「風さえなければ暖かいのに」がわかりすぎてオシッコ漏れました。股間がじんわり暖かいです。,NEUTRAL,0.8203
リズムと雰囲気だけで中毒にさせてくるのやっぱ天才,POSITIVE,0.9772
日常のEDにありそう,NEUTRAL,0.897
神宮球場のテーマソングにしよう,POSITIVE,0.7144
って思ったそうですwwオールバックになることをこんな中毒性のある曲に出来んのすご😳,NEUTRAL,0.4675
うp主に代弁して言う、何でこんなに伸びてるんだ。,POSITIVE,0.5195
独特のリズムだから、何度も聞きに来ちゃう。,POSITIVE,0.7187
定期定期的に聞きに来てしまう,NEUTRAL,0.8476
思春期の小中学校の女子なら分かってくれるはず。命かけて整えた前髪と触覚が、強風でぐちゃぐちゃにされた時の憎しみを。,NEGATIVE,0.7494
中毒性半端ねえこの曲,NEGATIVE,0.6803
うーたんから来ました,NEUTRAL,0.9493
？？？「この歌って感想ですよね？｣,NEUTRAL,0.9688
テスト中、ふと脳内に流れて永遠リピートされる曲に追加されました。,NEUTRAL,0.6234
チャリンコこいでるとき勝手に脳内でこいつ流れてくるのやめてもろてwww,NEGATIVE,0.8885
今日は風が強かったので聴きに来ました,POSITIVE,0.7962
めっちゃ面白い。ははは🤣,POSITIVE,0.9853
ちょっとみんな考察の力衰えたんちゃうか?この曲の強風は爆弾による強風を表してんねん。何故かというと地下に潜りたいとあるから。はい。,NEGATIVE,0.9567
癒される,POSITIVE,0.9793
ピタゴラスイッチを思い出した,NEUTRAL,0.9185
ちなみに俺は髪がないからオールバックにならないぜ!,POSITIVE,0.7955
「どうせ鬱要素あるんやろーな」って感じでスルーしてきたけど、オススメに何度も出るから見てみた。めっちゃ和むわ。,POSITIVE,0.9522
カラスの裏拍カスタネットが気持ちいい,POSITIVE,0.9911
なんかイワシがつちからはえてくるんだを思い出した,NEUTRAL,0.5134
ごきげんよう,NEGATIVE,0.7876
台風来るたびに再生数増えて来年には再生数億いってそう,NEUTRAL,0.765
サブスク配信求ム。,NEUTRAL,0.8139
あ,NEUTRAL,0.5809
なんか1週間も経たないうちに再生回数300万くらい増えててヤバすぎ中毒性えぐいしMVめちゃかわだから伸びるのも納得だけど！,NEGATIVE,0.5744
波田陽区っぽくて草,NEUTRAL,0.8596
髪ない人はどうしたらよろしいか？,NEUTRAL,0.6637
2分っていうのもいい。固めカップラーメンすき,POSITIVE,0.9885
曲もすごいがmvのゆるさもすごひ,POSITIVE,0.9722
ユキちゃんてボカロなんやぁ,NEUTRAL,0.907
どんなに頑張っても結局風が強いの草も吹っ飛ぶわ,NEGATIVE,0.9836
なんかあなたのせいですに似て非なるものをもってる,NEGATIVE,0.9409
単刀直入にすぐに歌が始まるのがよき,POSITIVE,0.9431
カラスの動きめっちゃ好き,POSITIVE,0.9883
風のせいでかすれてるリコーダーすこ,NEGATIVE,0.8386
シンプルにおもろい曲だな,NEUTRAL,0.6883
これ共感不可避かと思ったら、天パ共感不可。,NEGATIVE,0.9058
犬が常に風に煽られてて可愛い,POSITIVE,0.9818
よくリコーダーが飛んでいかないなこんなに風強いのに,NEGATIVE,0.9068
2分間も風が強いことに文句言い続けてる,NEGATIVE,0.6894
リコーダー好きすぎて一日に1回は見に来る,POSITIVE,0.9808
Spotify?,NEUTRAL,0.9698
前見た時300万再生なのにもう1000万再生,NEUTRAL,0.7726
緑の玉ってもしかしてキャベツ？,NEUTRAL,0.9643
ハトのあんよが可愛い,POSITIVE,0.9861
ならば踊りゃな損とリズム似てるね,NEUTRAL,0.8052
最近病んでたけどこの曲聞いて強風に抗って生きていこうって決心した。感謝。,POSITIVE,0.9844
中毒性ある以外良さが何もわからないんだけど共感できる人いるかな,NEUTRAL,0.8898
Spotifyデビュー待ってます🥺,POSITIVE,0.7249
ニコニコでトライアングル鳴る度に阪神算されるの好き,POSITIVE,0.9837
この歌好き過ぎる😊,POSITIVE,0.9816
この曲が２分１５秒ということに気づいた人がどれだけいるのだろうか,NEUTRAL,0.9338
どうしても炭治郎を女体化したように見えてしまうw,NEUTRAL,0.8091
なんとか風から髪を守って一安心したところに襲いかかる電車通過の風。奴が1番の強敵だから,NEUTRAL,0.4742
先日、仕事の居残りが済んでさー帰ろう…とした時に思わぬ強風と雨に慌てて鍵を開け直して傘立てやら植木鉢外掃除道具やらを屋内にしまい込んだそんな時この曲が頭に流れました天気は良くなかった。,NEGATIVE,0.8362
一発撮り再現から来た,NEUTRAL,0.7379
この曲中毒性やばいな…,NEGATIVE,0.9949
気づいたら1000万いってた,NEUTRAL,0.8522
恥ずかしながらweplayの広告で流れて、なんだこの神曲は?!ってなって来ました,POSITIVE,0.9518
途中で出てくる緑色の丸いやつってあの有名キャベツじゃないよね？,NEUTRAL,0.9572
イントロないのすごい,NEUTRAL,0.5298
これ聴いたらアーンガールズ田中の巨大扇風機思い出す,NEUTRAL,0.7226
1:54くらいのリズムめっちゃすき！！,POSITIVE,0.9938
俳句のような魅力を感じる,POSITIVE,0.7626
この雰囲気が他のところでは味わえないから定期的に見ないと発作起こしちゃうぐらいにはすき,POSITIVE,0.9788
歌愛ちゃん「終わったわ」↑クソ可愛い自分「風早く止めぇぇぇ!!ぶっ飛ばすぞぉぉぉぉッ!!!」↑これが現実です。皆さん。,POSITIVE,0.5987
あまり似てないのにポケモンの戦闘狂生徒会長に見えてしまう僕は重症かもしれない,NEGATIVE,0.995
音MADみたいな歌声で草,NEUTRAL,0.5173
TIMEで取り上げられてて嬉しくなった,POSITIVE,0.9909
めっちゃリコーダー好きだわ,POSITIVE,0.9703
えーめっちゃ好き！！！！！,POSITIVE,0.9926
学校のジャージで郵便局まで歩いてたら気づいたら向かい風で髪の毛オールバックになって道行く先輩5人くらいに見られたの思い出した。ハトは大乱闘してなかった。,NEUTRAL,0.8612
100回くらい聞いてようやく歌詞の意味が分かりました,POSITIVE,0.8344
そのオールバック定期的？,NEUTRAL,0.9541
最近風がくっっっそ強いからマジで共感の嵐です,POSITIVE,0.9362
この声すきすぎる,POSITIVE,0.9911
音楽の授業で、大勢で歌ったらどんな感じになるのか気になります,NEUTRAL,0.9009
動画下のバー見たいなのいじると出てくる、どのシーンが見られてるのかみたいなのが最初から最後まで全部あんま変わらないの好き,POSITIVE,0.9883
小学生のボカロに小学生みたいな歌詞を歌わせるのすこ,POSITIVE,0.604
髪の毛全体でもあるんだけど、主に「終わった」のも「お亡くなり」になったのも前髪って分かるのに前髪って一言も言わないのすごすぎる、とりあえず好きです,POSITIVE,0.9843
まともに考えてあんな動きしながらリコーダー吹けるのすご,POSITIVE,0.9298
今年の流行語はこれか？？？,NEUTRAL,0.5715
すごく簡単に出来そうな曲に聞こえてしまってこんなんでバズるんだったら苦労せんわ！って思っている連中が同じような曲作ったら全く波風経つ気がしないと思わせてくれる謎の魔力がある気がする。,POSITIVE,0.735
かわいい車で送ってあげたい,POSITIVE,0.7229
ゆるい感じいいな,POSITIVE,0.92
作画崩壊キャベツでてるwww,NEGATIVE,0.6669
今日まさにこれだったから脳内再生しながら歩いた,NEUTRAL,0.4923
1:26きゅうくらりんwww,NEUTRAL,0.8482
