label,text,score
1,途中とかに入ってるリコーダーの音好き,0.9712
-1,遅刻した時の言い訳で言おう,0.7971
1,伸びすぎだろ,0.8277
-1,最近自転車通学し始めたんだけど、マジで向かい風の時全然進まん。この曲にピッタリすぎたからいっそ歌いながら登校してた(˘ω˘),0.5752
-1,これ作画崩壊キャベツか？,0.5415
-1,沖縄出身やから台風マジでキツかったンゴ...今は実家離れて社会人真っ最中(25)でブラック上司に謝罪も真面に出来ないのかと日々怒られ続けてます。追記の謎体験:8年前高校で自転車登校中に駐輪場に停めようとした瞬間海に自転車が飛ばされていったのが懐かしいです(？),0.7936
1,絵がすごくいい,0.9878
-1,好きが溢れすぎてどうしたらいいか分からない,0.6489
1,マジ好きだわ。,0.935
-1,なんで毎日聞きに来てしまうのかわからん,0.911
-1,途中作画崩壊キャベツ出てきてんじゃん,0.9386
1,一番最近の曲が一番再生されてるのなんか凄いｗ,0.7372
1,作画崩壊キャベツ好き,0.9675
1,可愛くて共感してリズムがとても好きです,0.9893
-1,サビ中毒性エグ,0.9905
1,オールバックの方が髪型似合ってて笑う,0.6609
1,ねぇカラス可愛すぎなんだけどwww,0.9876
-1,だからあれだけ帽子をつけろと言ったのに,0.7701
1,脳死で聞けるの最高,0.9809
-1,小学生はぬける,0.5208
1,マジで癒されるわ。,0.9853
1,あのオルゴールメドレー（Undertaleの）を作った人とは思えない。すごすぎ,0.4954
-1,再生数の上がり方がとち狂ってる,0.9399
-1,キャベツの表現に触れてないのがyoutubeって感じ,0.6975
1,歌愛ユキちゃんかわいあ,0.5834
1,キャベツ？を切るシーンで某アニメ思い出して良いwww,0.8728
1,すごい、【あらゐけいいち】味を感じるのだ…,0.7891
1,キャベツ（？）が入っててくっそ笑ったwww,0.9683
0,いつの間にか500万再生いってる！？毎日聴いてます。おめでとう🎉,0.9893
1,めちゃくちゃ伸びてる笑笑笑笑笑笑すごい！！！！,0.9912
1,サビもいいけど、間奏のリコーダーが良すぎて聞いてる,0.9861
1,神曲だ,0.9695
0,めっちゃ登録者増えてますねwww500万再生おめでとうございます！,0.9893
1,このキャラのr18絵が流行ってんの見て、世界の広さを感じたわ,0.8366
1,口開けるマンから来ました！,0.9497
1,0.75倍速好き、マジおすすめ,0.991
1,ティックトックで聞きすぎてフルを求めてやって来ました。定期的に見に来よっ！,0.882
-1,強風で髪が終わる度にｿｯﾄﾃﾞﾀｼｭﾝｶｯﾝｵﾜｯﾀﾜｯって口ずさんでしまう,0.6024
1,転がるイッヌ好きwww,0.9892
1,投稿動画遡ってたら、アンダーテールのオルゴールメドレー作った人だったのか…！！お世話になってました…！！！,0.8209
1,動画出たとき赤ランドセルでリコーダー吹く小学生なんて今時そうそういないやろって思ってたけど先週仕事で足立区行ったら河川敷で女子小学生二人が仲良さそうにリコーダー吹いてて感動した,0.9614
1,めちゃんこに動画が伸びててこっちまで勝手に嬉しくなってた本当におめでとうございます。毎日聞いてるくらいの最高の曲をありがとう。,0.9934
1,言っちゃえば歌詞はかなり適当なのに曲のリズムとかMVとかは細部まで丁寧に作られててすき,0.9765
1,早くApplemusic出してけろ〜〜‼️,0.9693
1,１ヶ月で500万再生はえぐい,0.9127
1,強風オールバックって調べたらドライヤーのの広告きて笑った,0.5651
1,突然あの伝説の作画崩壊入れてくるの好き,0.9909
-1,クセになるな,0.8305
1,中毒性あって好きだわ,0.9889
-1,この曲アップされて10分後くらいにおすすめに出てきてたんだけど、その時見逃したの後悔してる,0.9775
-1,考察にもなってないようなお気持ち回答にすらいちいち毛嫌いコメするやつ多過ぎて草,0.9922
1,この替え歌フルで聞きたいｗべにをの歌い方良き☺️ヘビにボコボコされてる時のリアクションがまた良いんだから🤣,0.9239
1,メッセージ性のある曲が大半な中にどストレートな歌詞もまたエモみがあって良き,0.9785
1,晴れの強風の日が一番好き。ちょっと雲も湧いてると尚良し,0.9899
-1,頑張ってリコーダーのとこ再現しようとしてるけど高い音が出ない…,0.9872
1,0:081:04ふんばり様が可愛い,0.9529
0,500万再生おめでとう。このまま1000万まで行っちゃえー,0.98
1,かっこいい前奏があったり歌詞がすごく凝ってるオシャレな曲もいいけど前奏挟まずにいきなり歌詞入って内容もほんわかな感じもすごくいい,0.9854
-1,なんでこの平和な曲にも考察コメつくんだ吹き飛ばされろ,0.9089
1,拭い去れないラグトレイン感スカート強すぎて草,0.9041
-1,髪型珍しく決まった日に限って風強いのマジなんなんだろう…,0.7769
1,「風が強い」という限りなく少ない情報量でここまでいい曲作れるのすげぇ,0.9666
0,500万再生おめでとう！パチパチパチ👏(ˊᵕˋ*)ﾊﾟﾁﾊﾟﾁ,0.9744
0,500万突破おめでとう🎉🎉🎉,0.9861
1,何も考えず聴けるように巧妙に考えられた構成と音作りで最高すぎる,0.977
1,Spotify配信よろしくですめちゃくちゃ気に入ってる,0.9895
0,㊗️500万回再生！！！,0.9845
1,カラスのカスタネットのリズムが美しくて草,0.9212
0,いつの間にかこんな人気になってたんかい！w500万再生って最高かよ！,0.9613
0,500万まじおめでとう！,0.9877
0,いつの間にか500万再生いっとるやんおめでとう🎊🎉,0.9814
0,５００万回おめ！,0.9443
0,500万回トライしても風のせいで進めなかった女,0.9068
0,☆５００万回再生おめでとうございます！！☆,0.9898
0,500万おめでとうございます！,0.9861
0,5Mおめでとう🎉,0.9751
1,リコーダーのとこ好きすぎる,0.9896
0,500万おめでとう,0.9702
1,madがこの絵柄を真似するため、全ての絵が神絵になる,0.9705
1,楽器奏でる鳥たち可愛すぎ,0.9859
1,0.75倍速がちょうどいい,0.8762
1,めっちゃ頭に残ってるーーー,0.3975
1,崩壊キャベツ懐かしすぎwww,0.781
1,このゆるっとした曲調と歌詞良いなぁ……妙な中毒性もあるし,0.9467
1,自転車通学のワイ、向かい風の恐ろしさを知らない人に片っ端から送りつけたいなって思いました,0.589
1,かわいすぎだろ主さん,0.963
1,過去１共感できたボカロと思った同士↓,0.5467
1,ここのところ毎日聞きに来る私がいる,0.7499
1,これ友達がトレスして推しの先生描いてて死ぬほど完成度高くて可愛すぎてやばかったとにかくうん語彙力先生には許可取ってるらしい👍🏻,0.9691
1,リコーダー取り出したらランドセルが開いたままなの好き,0.9694
0,もうそろそろ500万！やったね,0.953
-1,Spotifyに追加してほしい！！,0.9477
0,この曲伸び方やばくない！？100万いったーーって思ったらもう500目前じゃん！すげーー,0.9448
1,すごい共感😂,0.9719
0,ハトハトハトハト大乱闘,0.5971
1,ただでさえ伸び速いのにキリ番が近くなるとさらに加速する神曲,0.8667
1,本当にこういう曲を作れるようになりたい,0.9836
-1,そもそも前髪重すぎて風でオールバックにならないんだよなあ……,0.9866
-1,お亡くなりってカゼツヨ😂,0.9727
1,よくTwitterで流れてたけどこれか！！,0.813
1,定期的に聞きに来る。この中毒性は・・・・恋？,0.5586
1,後ろにいる謎のいっぬかわいい,0.9743
1,やっとボカロや元ボカロPが一般に浸透してきたの古参厨としては普通に嬉しい。と思いました。,0.9829
1,1:39そっと出たのにオールバックになっちゃうの可愛いw,0.9799
1,1:23の強く吹く時の顔可愛い,0.9821
1,kawaiiiiiiiiiiiii,0.5521
1,こんなかわいいPV最高すぎる,0.9914
-1,この間ガチめに風強すぎてお亡くなりになった。晴天だったし。,0.8143
1,平和すぎて愛おしい,0.9805
-1,曲も歌詞も映像も全部がかわええ(¨̮)癖になる…,0.8673
-1,髪ブワッなったら萎えるよね,0.9737
1,風強い日に聞くと仲間がいるように感じれる神曲,0.9666
1,なんやこれ。だいすき。,0.9906
1,とってもいい曲だなって思いました,0.9814
1,「って」の間好き,0.9691
1,こんなにも愛おしいカラスは見たことない,0.8061
1,イラストパワーってすげえや,0.9483
1,間奏中のアニメーションが伝説の作画崩壊キャベツだぁｗｗ,0.4667
1,夜明けより瑠璃色のキャベツ出てきて笑ってしまったw,0.9344
1,絶対に一回はやる「ピュイーィー」,0.566
1,リコーダーじょうずだねえ☺️☺️☺️☺️☺️👏👏👏👏,0.6893
1,ｵﾖｰ(;_;)って感じなのすき,0.8309
1,謎の中毒性,0.8729
1,謎の犬みたいな生き物がいい味出してる,0.9236
1,コード進行も歌詞もこの人の今までの動画も全く関連性ないはずなのにどこかころんば風味を感じる,0.789
1,どうでも良さが心地いい,0.9801
1,カスタネット叩いているカラス可愛い,0.9901
1,ラグトレインみたいなPVで好きだわ👍,0.9814
1,待って今気づいたんだけど、この曲の作者さんってアンテのオルゴール出してる人だったの！？道理で音が可愛いわけだ,0.7584
1,1:24ここのユキちゃんかわいすぎ,0.949
1,リズム心地いいし女の子可愛くてシュールで最高😂ピェッってリコーダーがいいな😂てかなんか、Eテレの0655を思い出したのは私だけだろうか(ˊᵕˋ*)♩わかる人いたら嬉しみ。,0.9832
1,2倍速で聞いてみたら、飛ぶぞ世界変わるぞ,0.9725
1,謎の天才,0.7402
-1,ずっとオールバックならまだ許せるけど途中で風止んだ時が一番許せない,0.986
1,'って'好き,0.9841
-1,この緑色のボールなんか見た事ある気が､､､ウッ頭が,0.9389
-1,やばい…4周目や…,0.907
1,カスタネットをカツカツ突いてるカラスかわいくてすき,0.9907
1,この人の動画Undertaleのオルゴールとか夏に咲くとか聞いてた頃から見てたからめちゃめちゃ伸びてて嬉しいwこれからも頑張ってください！,0.9945
-1,なんでだろ。中身がゼロなのにおすすめに出てくるたびタップしてしまう。w,0.7814
1,鳩大乱闘はなんとか耐え切ったが、丸キャベツ切り出したの見て声出たし、直後にきゅうくらりん出てきて笑い止まらなくなったズルいオモロい全部盛り元気出る,0.9734
1,リコーダーの中毒性ありすぎて好きすぎる,0.9893
1,この曲流行ってきてて嬉しい,0.9922
1,無事中毒になりましたありがとうございます,0.8121
1,曲が好きだけど、何より、アニメが好きすぎる,0.9706
1,ユキちゃんのキャラデザかわいいよね,0.9889
1,犬みたいなやつだけずっとオールバック状態なのかわいい。,0.951
-1,向かい風だけじゃなくて横風という刺客がおってな…,0.8948
-1,風強すぎて頑張って足動かしてるのに後退していくのがほんとにすこ,0.8819
-1,風が強すぎて自転車の進む向き曲がるの直すのに普通より疲れるのまじでふざけんな,0.9719
-1,地下でも風に見舞われるのでダメっぽいです(),0.9843
1,例のキャベツ切るユキちゃんかわいい,0.9864
1,最近の曲によくある、この歌詞のこのメッセージ性が〜、とか一切関係なくひたすら風が強すぎてガン萎えって内容を歌い続けるの好きすぎる,0.9756
1,1.5倍速で聴いたら結構いい,0.9846
-1,俺んとこ風邪弱かった。いいだろ,0.9812
-1,前髪命死守系の人達死んでしまう,0.9497
-1,住んどるとこ冬に限って強い風吹くからほんとそこだけゴミ,0.9788
-1,風吹けばバズり,0.3936
1,謎の生物好き,0.9753
1,定期的に聴きたくなる,0.9455
1,いい感じに歌愛ユキぽさ表現できててすげえ。メロディも作れて歌えるし、感性も大人顔負け。でも語彙力と感性受けるものは子供ぽいっていう。,0.9652
-1,リコーダー見つからなくて口笛でどうにかしようとしたけど無理だった,0.9927
1,とってもかわいくて楽しい曲♪がんばって耳コピして、ついなちゃんうたでDTMさせていただきました。よかったらみにきてください,0.9912
-1,唯一の不穏さが、きゅうくらりんっぽく、白黒で重なるところだけ,0.5869
1,0:28「地下に潜りたいな」で終わったらなんか意味深な感じになるはずなのにそこで「って思いました。」が入ってくることで一気に考察が粉砕されるのほんとすき追記：1000いいねありがとう！！,0.9889
1,アニメーションがジブリめいてるのもまた曲に合ってて良い(◍´꒳`◍)b,0.9719
1,やっぱり下手くそなリコーダーはなんか言い表せない魅力がありますよね,0.9525
1,ゆきちゃん使ってくれるの本当にうれしい,0.9937
-1,風が吹いてるところだとリコーダー吹くの難ったような…,0.987
1,オールバックポメラニアン思い出してにっこりしちゃった,0.7175
1,この曲を前髪命な女子高生じゃなくて、小学生の動画にするとこもセンス高い。,0.8858
1,っぱこういうボカロがいっちゃんすこ,0.9621
1,歌がすごく楽しいですね~!😚~♡,0.994
1,"何だこの,間抜けな雰囲気の曲調なのに,リズムが安定していて聞いてて飽きない…そしてこのユキちゃんのウィスパーボイスがなすカラカラとした声がまた好きだ…沼",0.9895
1,今日風強すぎたから聴きにきた,0.9102
1,黄色帽子があったら完璧！！,0.9886
1,定期定期的に見てしまう！,0.7267
1,一瞬きゅうくらりん混じるの好き,0.986
1,定期的に聴きにきてて7000再生ぐらいで見つけてループして聞いてるけどいつのまにかここまで伸びててびっくりするおじさんこんなにゆきちゃんの曲伸びててうれしいよ^^,0.9911
1,向かい風にムカついたときはこれ歌って中和してる,0.5033
1,この人の描く鳥ちゃんすべからく可愛いから好き,0.9945
1,関係ないんだけど過去動画アンテだらけでなんか感動した（？）,0.7772
-1,スカートとか、めくれないのだろうか,0.5876
-1,向かい風強すぎて自転車進まなかったのに、遅刻した理由「風のせい」って言ったらめちゃくちゃ怒られた…。風のせいなんです！本当に！,0.9544
1,まじでAppleミュージックに出て欲しい。,0.8901
1,グンマー帝国生まれ育ちにはわかりみ深いです。高校時代登校した時に「それパーマか？」って生徒指導の先生に聞かれ「風で…」と答えたら「あぁ」てなりました。今年二十歳の長男も高校時代に同じやり取りをしたそうで、やっぱりグンマーは強風オールバックに相応しいと思いました。いやマジで前に進めないからね嘘じゃ無いからね(切実),0.8481
1,イントロ無しですぐ始まるのがほんとに外でた瞬間なのこだわり強くて好き,0.9875
1,深い意味の無いシンプルな歌詞や緩い雰囲気のmvが好き曲も短めで気軽に見れる,0.9564
1,一日で20万増えるのはエグい。それだけこの歌が素晴らしいってことだな,0.8624
1,1:12このキャベツ絶対あれだろwwww,0.7413
1,リコーダーパートで1音だけめっちゃ下がるの好き,0.9911
-1,なんだ再生数200しか上がってないじゃんと思ったら後ろに万がついてました,0.7647
1,こりゃ流行るわwwwwwwww,0.5529
1,0:53『ハトハトハトハト大乱闘』好きすぎる,0.9747
1,0:03の手拍子の時の顔好き,0.976
1,どれだけ聞いても深読みの仕様がなくて平和なのが好き,0.972
1,この動画見つけてからまじで毎日聴いてる。なんかめっちゃ癒される,0.9898
1,全部可愛い💕,0.9894
1,リコーダーのとこすきすぎて,0.992
-1,最後のまんまるキャベツ(?)って何かのアニメの作画崩壊のやつじゃない？,0.8269
-1,PVの女の子がVOCALOIDの歌愛ユキちゃんってことがあんまり認識されてないらしいの悲しい,0.9953
1,これ再生した瞬間に前奏なく始まるから家出た瞬間風強すぎて諦めた気持ちを最初からぶっこんで来るの好き(^^ω),0.9878
1,めっちゃすきww,0.993
1,絵が可愛いんだよなぁ…！,0.9917
1,1:25のとこの｢そ/と/でた/しゅん/かん/終わったわ｣のとこ好き。きゅうくらりんみたいに残像出てるの好き,0.9578
-1,今日の僕だわ、、、,0.5273
1,リコーダーのリズムよすぎ？0:15聞きたい人へ,0.7044
-1,0:57ここ、絵柄崩壊してるwwww😂😂😂😂😂😂😂😂,0.8504
1,今日も聴きに来ました。,0.8103
1,歌詞とリズムのセンスが神,0.9849
1,1000万回再生いけるじゃね？,0.5674
1,イントロのとこめっちゃ好き笑,0.9806
1,リズムが癖になる楽しい曲でくそほどすこ「おわったわ」とか「お亡くなり」とか「オールバック」のフレーズも全部「お」から始まっててこの独特な感じ出すのに考えられてるんやなって思いました,0.8977
1,ガチで最近にピッタリな曲すぎてめっちゃリピしてるww,0.98
1,トコトコ歩いたりゴロゴロ転がるイッヌ？かわいい,0.9847
1,小さい頃の感性を持ったまま大人になれるって素敵だよねその上大人の技術で何か作れるなんて…,0.9755
1,草このくらいの曲もっとあっていいと思う,0.9099
-1,人生何が起きるか分からんね(*´∇`),0.9348
1,元気が出ます😆,0.7166
1,1:11から小学生の音楽みたいな感じの曲調になるの好き,0.9834
1,MVばか可愛くて愛してる,0.9892
-1,最近まじでこれ,0.8376
1,歌詞が平和すぎて可愛い女の子の動き可愛くて癖になるしリコーダーのところが好きすぎる,0.9837
1,キャベツ切るとこ好き,0.9856
1,内容薄くて好き,0.9851
1,ユキちゃんが可愛すぎて……😢,0.9875
1,最初好きすぎて鬼リピ,0.852
-1,マジ癖になるわww,0.52
1,パンこげみたいな中毒性ある,0.9903
-1,これまじ頭から離れん,0.965
1,風吹くのが嫌な理由が「前髪崩れるから～」とかじゃなくて単純に「風さえ吹かなければ暖かいのにな」なの小学生らしくて可愛く思える,0.9101
-1,ほんとに強風辛い。,0.9947
1,キャベツの作画好き笑,0.9302
1,1週間で100万回オールバック以上のペースが途切れないのがすごいのでこのままずっとオールバックにしてほしい,0.8035
1,イラストかわいい、リズム最高天才か？,0.9185
-1,って⭐️思いました…,0.9658
1,この人なんで急にこんな伸びたんだ,0.5367
1,リコーダーの音が良き。ユキちゃんの声も良き。,0.9832
1,1:25の笛強く吹く顔好き,0.98
1,こんなに（いい意味で）深いこと考えてなさそうな歌詞なのに、調声とか雰囲気が界隈曲っぽいの含めて全て好き,0.988
1,ウーパルーパーかわいすぎ❤❤,0.9552
1,こんなに可愛くて面白い曲も世の中的にも珍しくて大好き🫶,0.9918
1,1:11作画崩壊キャベツ出てきて嬉しくなった,0.9926
1,定期定期的に聴きにくる中毒性ありすぎだろ,0.9873
-1,ほんとにどうでもいいんだけど、初めて聴いた時カンナムスタイル改に聴こえてからもうそれにしか聴こえなくなってしまった,0.9487
-1,みんなのうたで流してくれよーう,0.8659
-1,風強すぎてまじで着くまでの時間2倍くらいになるからやめてくれ,0.9905
1,曲良すぎるんだからもっと中身のある歌詞にしてくれw,0.9421
1,1日30万回再生はすごい,0.7011
1,ラグドレインをリスペクトしてそうて思うの俺だけか……？めっちゃ耳に残って中毒性やばい,0.8483
1,だんだん早くなるの系譜で最高！！！！！！！刺さる！！！！！！！,0.9898
1,この動画だけ再生回数とんでもないなwぜひこれからも頑張って欲しい,0.9008
-1,ただいま。,0.5951
1,中毒性すごいなこういう曲作れる人尊敬するわって思いました。,0.9579
1,感想「良い...」ヒント:語彙力の爆発,0.6829
1,キャベツの作画とても好き,0.9905
1,Eテレで流れててもおかしくないくらい平和なのが好き,0.9757
1,中毒性のある曲ですよ。。,0.9378
1,謎の中毒性,0.8729
1,スキップしてるみたいなアニメーションの中毒性好き,0.9781
1,神曲,0.9224
1,歌愛ユキなのがよりおもろいwww,0.9706
-1,1:11例のアニメの方事故やん,0.9358
1,今日実質初めて飛行機に乗ったよ〜！ちょっと怖かったけど嬉しかった！明日東京行く〜楽しみ！千くんの神っぽいな聴いてゆっくり休みます！,0.994
1,最近強風じゃない日でもずっと聞いてますありがとうございます🥲🦋,0.8675
-1,外＝社会で社会の風にやられるみたいな感じであって欲しいけど多分違う,0.6697
1,待て待て…これこのまま伸び続けたら1000万回再生行くぞｗｗ,0.9648
-1,明らかに平和な曲を無理矢理考察した。外出た瞬間終わったわ天気は良いのに進めない(家の敷地を出た瞬間、車に撥ねられる。吹き飛ばされ、目に入ってくるのは晴天。)風強すぎてお亡くなり定期定期的にオールバック(風が強いのではなく、自分が勢いよく吹き飛ばされているだけ。即死だった。成仏できずに地縛霊となり、魂はその事故を繰り返し続ける。進めない＝繰り返し続ける)もしくは「オールバックという髪型は、大正7年に来日し、宙返り飛行を披露したアメリカ人飛行士が紹介した髪型」(byコトバンク)と言われている部分の「宙返り」にフォーカスし、車に撥ねられ、もんどり打って倒れるさまを表現したと考える。地下に潜りたいなって思いました風さえなくなればあったかいのにずっと座りたいなって思いました(死んだことに気づいているが、成仏できずにいる魂はまだ事故現場に縛られたまま。早く休みたい{安らかな眠りにつきたい})いやいやと外でたらハトハトハトハト大乱闘(ここ諦めた),0.6016
1,トリコのGODあるやん,0.7113
-1,はやー,0.5766
-1,考察ガチ勢です。風が強すぎて嫌だなぁと思いました,0.8125
1,『強すぎてお亡くなり』って所でめっちゃ素早く足踏みしてるの可愛すぎるww,0.9893
-1,俺天然パーマだから髪上がらないんだよね,0.7859
1,このシュールな感じめちゃ好き,0.9796
-1,ボカロも捨てたもんじゃないなって,0.599
-1,なぜアップルミュージックにないのだ！！！,0.8881
1,鳥がトライアングルとカスタネット鳴らしてるの好き,0.9713
1,からっ風を全身で受けながら登校してる学生からすると冗談無しで全てオールバック,0.5028
1,10万再生くらいでこの曲伸びそうって思った曲がこんだけ伸びるとなんかすげぇ嬉しい,0.9936
1,この人歯医者の人かwwwww好きwww,0.5813
1,0:57マジで落胆してそうな「あー⤵︎」すき,0.9802
1,これは曲全部最初からオールバックするしかないよね,0.7505
1,今までずっとオススメに出てきててもスルーしてたけど、とうとう今回サムネの印象強すぎ＋意味わからなさに負けて見に来てしまったｗｗ1:10に伝説のキャベツあってワロタｗｗ,0.974
1,風が強いという単語で歌ができるの凄い,0.9763
1,最近毎朝これループしながら準備してる。たのしい,0.9928
1,1:32でお亡くなりのとこチーンとかじゃなくて手拍子なのいいなって思いました,0.8859
1,中毒性高いってwww,0.7434
1,2倍速おもろい,0.8974
1,1:12伝説のキャベツに誰も突っ込まないの！伝説のキャベツ再現度たけぇな,0.8733
1,全体の色合いとフォントが最高に良い,0.9825
-1,小3くらいかな....ｸﾞﾍﾍって思いました,0.7259
-1,この曲とか、稲葉曇さんの「レイニーブーツ」とか、“小学生の女の子”に対する解像度が高すぎて俺の性癖が歪んじまう,0.9274
1,ニコニコで見てたらきゅうくらりんのところであー風気になっちまうよってコメあって天才だと思った,0.9625
1,かんたん作画のキャベツ切ってるところかわいい,0.9816
-1,リコーダーの音がさ全部綺麗なんじゃなくて最後ら辺でフィ⤴︎︎︎て上がってたり歌詞が特別意味深だったりする訳でもなくただ適当にあったこと並べただけ感あるのにここまで癖になるんや…,0.9669
1,キャベツで笑った,0.7774
1,投稿されてから一日以内に見れてよかった神曲,0.9923
1,かわいいなぁ😮風強い日はオールバックなるよね…そしてなんか見たことあるキャベツ出てきましたね|´-`),0.9684
1,凄い！一週間毎に100万再生されてる,0.9517
1,あ、歌愛ユキなのか、！？！？すき！！,0.9864
1,言いたいことは分かるのに意図が分からんの好き,0.9742
1,初めて聞いた時最初の1分くらい何が面白いんだ...？？って思いながら聞いてたけど、途中からなんだこれ...wwってなって、最後ゲラゲラ笑ってた着地点無さ過ぎるww,0.7862
1,間奏のカスタネット大好き,0.9857
1,メロディーと動画の中毒性にご注意下さい(笑,0.8864
1,1:10伝説のキャベツじゃないか！,0.7816
1,ランドセルからリコーダーはみ出てるの好き,0.9841
1,ってで絶対笑うwww,0.9744
1,丸キャベツぶった斬るところ小気味良くて好き,0.9918
1,リコーダーがいい味出してて好き,0.9929
1,朝飯くいながらこれ聴くのがここ2週間のルーティーン,0.5
1,何という中毒性。。,0.9913
1,可愛い,0.9908
1,めちゃ伸びてるやん。配信されて3日後くらいに見つけたからちょっと嬉しいw,0.9939
1,鳩の大乱闘にはさまれる鳥かわいい,0.9861
-1,テストだった時のことです。起きた瞬間終わったわ天気は良いのに間に合わない今日試験の日でお亡くなりベッドベッドルームにカムバックって思いました,0.7982
1,ボールキャベツ君好き,0.9823
1,難しい言葉とかなくストレートな歌詞だから安心して見れる,0.9845
1,絵が可愛くて好き,0.993
1,虚無ウーパールーパーがかわいい,0.9682
1,この俺が頑張れば4ヶ月位で描けそうな絵柄好き,0.9903
1,リコーダーのところが好きすぎてそこだけリピートしてる。,0.9094
1,中毒性が強くて毎日観てる,0.5334
1,こういうの考えれる人本当にすごい、尊敬しかないですよ…,0.9186
1,「って」すき,0.9861
-1,キャベツ検定不合格,0.7903
1,ありえんくらい全部かわいい,0.988
-1,リピートしまくって中毒状態になってる(),0.9769
1,カスタネットカラス可愛い,0.9884
1,キャベツが...あの...あれだ！あれなんだよ！あれなんだってば！,0.5018
1,女の子が超可愛い❤️❤❤！,0.9892
1,リコーダー可愛い,0.9899
1,定期定期的に聞きたくなる♪,0.9894
1,伸びるからコメ残しとこう音程良すぎるw,0.9871
1,外出た瞬間！面堂宗太郎！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,0.9723
1,「ぽぺー」みたいな腑抜けたリコーダー大好き,0.9815
1,リコーダー練習したい,0.6623
1,100万いく前に見れたのは自慢できる,0.9904
1,今年の春から通い始めた大学までの道がマジで風強すぎて…。髪ぐちゃぐちゃになるし、寒いし、最悪！この歌は最高！,0.9687
1,４００万いくのはっやw,0.5878
1,ネットの歴史に刻まれるだろうからコメ残しとこ,0.9273
1,今日初めて聞いたんだけど、別の動画見たりなんか作業してる時にふと「外出た瞬間終わったわ」のメロディーが頭に流れる…リコーダーわざとﾌﾟﾍﾟｯてなるのも好きあと風強すぎて前進めない女の子かわいい,0.9897
-1,クラスの女子ほぼ全員前髪ｶﾞﾁｶﾞﾁだからオールバックみれなくて悲しい,0.9957
1,この曲は歌みたじゃなくて本家が志向,0.697
1,キャベツ切るのリズム天国感,0.5726
1,聴きに来る度にめちゃくちゃ増えてる再生回数見るのが楽しみ,0.9917
-1,バズれ,0.6538
1,カースタネット可愛い,0.9895
1,時々色んな曲のMV要素入るの好き,0.9919
1,定期のこと天気に聞こえてなんか好き,0.991
1,作画崩壊した伝説キャベツ君がいて笑ったわww,0.8078
1,これ歌おう笑笑,0.6052
1,なんだこの謎の中毒性,0.7932
1,大半の小学生が使えるであろうリコーダーを吹かせるっていうYukopiさんの発想好き,0.9772
1,この子可愛い,0.9915
-1,今日、桜の前でクラス写真撮るとき、風強すぎてオールバックで撮らさったわ😇それも写真撮る前と撮った後は無風なのに...😊なんでかな?,0.6957
1,中身全くないのに中毒性あるのすごい,0.449
1,毎日聴いちゃうくらい好き,0.9909
1,極チャンネルからきました！,0.9754
1,何気にこの子可愛いんだよな…,0.9759
1,シンプルに虚無ウーパールーパーのガチャガチャ欲しすぎる,0.9602
1,この曲が好きな理由が中毒感だけじゃなくて、テーマが日常的過ぎるってのがこれまた好き,0.9913
1,リコーダー咥えながら歩くの可愛いなぁ、、、,0.9829
1,リコーダーがめっちゃいい味出してる,0.9909
-1,何が流行るか分からんもんやなぁ,0.9154
1,0:08風強すぎて女の子とポメが後ろに下がっていっちゃうの可愛いw,0.9504
1,1:12なにか凄く見覚えあるな……😊,0.8041
1,最近風強いから助かる,0.9471
1,自分ロリコンでは無いがこの子だけは凄い可愛いと思う(語彙力喪失),0.6923
1,祝400万回超えを定期的に祝おうぜ！↓,0.9595
1,リコーダーめっちゃすき,0.9909
1,再生数の伸びえぐくてわらう,0.9826
-1,AIが人間に勝てない理由,0.8601
1,最近治安悪い曲とか病み曲聴きまくって、心が荒んでたから、この曲でめちゃくちゃ癒されたw,0.9805
-1,髪バッチリ決めた日に限ってこれだから困る,0.97
-1,追い風の強風ってツチノコの次に見ないよな,0.5073
1,旧型キャベツかち割るところ気持ち良くてずっと見てられる,0.9824
1,ボカロはまじで進化してるな終わったと思ったけどむちゃ流行ってる,0.534
1,まじでこれ伸びてくれ,0.8767
-1,本当何がバズるかわからねぇな,0.8242
-1,髪型全く決まらなくて遅刻しそうなくらいギリギリまで時間かけて「よし、出るか」って外でた瞬間、強風に髪の毛ぐちゃぐちゃにされた時の気持ちよ,0.9559
1,最高に可愛い！o(｀・ω・´)○,0.9932
1,めちゃくちゃかわいいし、癖になる,0.978
0,４００万再生おめでとうございます🎉,0.9719
0,なんだこの定期的に聴きたくなる曲は,0.8837
1,＼(^o^)／,0.8508
1,中毒性がすごいや,0.9638
1,カラスカスタネット可愛すぎ,0.9903
0,400万再生おめでとうございます！！！🎉🎉🎉🎉🎉🎉,0.9892
1,アニメの暗黙の了解ガン無視キャベツ好き,0.7281
1,祝400万！！！早すぎだろ！！！,0.8553
1,なんだこの天才最高やん,0.9874
1,定期定期定期に聴きたくなる,0.9719
1,伝説のキャベツあるの好き,0.9867
1,めっちゃ伸びとるやんいいぞもっと伸びろ,0.9548
1,スゲェ伸びてて草,0.6168
1,真に好みな曲って開始10秒で好きになるな,0.9774
1,これめっちゃわかる！めっちゃ笑っちゃった😂,0.9825
0,400万再生おめでとう🎉🎉,0.9723
